map_id,handle,source_query,sprite_name,width,height,spawn_x,spawn_y,target_map_id,target_spawn_x,target_spawn_y,protocol,answer_handle
162,transp_163,transp/flag2.swf,flag2,158,258,2400,700,163,354,410,CrossRole,goto
162,transp_165,transp/flag2.swf,flag2,158,258,2966,525,165,119,513,CrossRole,goto
163,transp_162,transp/flag2.swf,flag2,158,258,269,410,162,2315,620,CrossRole,goto
163,transp_164,transp/flag2.swf,flag2,158,258,2167,707,164,1763,437,CrossRole,goto
163,transp_166,transp/flag2.swf,flag2,158,258,2946,527,166,117,500,CrossRole,goto
164,transp_160,transp/flag2.swf,flag2,158,258,54,506,160,2364,542,CrossRole,goto
164,transp_163,transp/flag2.swf,flag2,158,258,1763,357,163,2082,627,CrossRole,goto
164,transp_167,transp/flag2.swf,flag2,158,258,2916,533,167,195,490,CrossRole,goto
165,transp_162,transp/flag2.swf,flag2,158,258,34,513,162,2881,525,CrossRole,goto
166,transp_163,transp/flag2.swf,flag2,158,258,32,500,163,2861,527,CrossRole,goto
166,transp_167,transp/flag2.swf,flag2,158,258,1802,689,167,696,437,CrossRole,goto
167,transp_164,transp/flag2.swf,flag2,158,258,110,490,164,2831,533,CrossRole,goto
167,transp_166,transp/flag2.swf,flag2,158,258,611,357,166,1717,609,CrossRole,goto
167,transp_36,transp/fl.swf,fl,139,147,2300,464,36,1000,600,CrossRole,goto
168,transp_169,transp/flag2.swf,flag2,158,258,2450,554,169,130,564,CrossRole,goto
168,transp_62,transp/flag2.swf,flag2,158,258,45,504,62,2855,562,CrossRole,goto
169,transp_168,transp/flag2.swf,flag2,158,258,45,564,168,2365,554,CrossRole,goto
169,transp_170,transp/flag2.swf,flag2,158,258,2467,585,170,130,544,CrossRole,goto
169,transp_173,transp/flag2.swf,flag2,158,258,1406,720,173,1019,441,CrossRole,goto
170,transp_169,transp/flag2.swf,flag2,158,258,45,544,169,2382,585,CrossRole,goto
170,transp_171,transp/flag2.swf,flag2,158,258,2467,585,171,135,544,CrossRole,goto
171,transp_170,transp/flag2.swf,flag2,158,258,50,544,170,2382,585,CrossRole,goto
171,transp_172,transp/flag2.swf,flag2,158,258,2630,722,172,1956,500,CrossRole,goto
172,transp_171,transp/flag2.swf,flag2,158,258,2041,500,171,2545,642,CrossRole,goto
172,transp_173,transp/flag2.swf,flag2,158,258,33,591,173,1875,569,CrossRole,goto
172,transp_174,transp/flag2.swf,flag2,158,258,955,700,174,1962,451,CrossRole,goto
173,transp_169,transp/flag2.swf,flag2,158,258,1019,441,169,1406,640,CrossRole,goto
173,transp_172,transp/flag2.swf,flag2,158,258,1960,569,172,118,591,CrossRole,goto
174,transp_172,transp/flag2.swf,flag2,158,258,2047,451,172,955,620,CrossRole,goto
174,transp_175,transp/flag2.swf,flag2,158,258,2704,720,175,2678,437,CrossRole,goto
174,transp_176,transp/flag2.swf,flag2,158,258,568,730,176,1000,600,CrossRole,goto
175,transp_174,transp/flag2.swf,flag2,158,258,2763,437,174,2619,640,CrossRole,goto
175,transp_177,transp/flag2.swf,flag2,158,258,272,700,177,2535,430,CrossRole,goto
177,transp_175,transp/flag2.swf,flag2,158,258,2620,430,175,357,620,CrossRole,goto
177,transp_176,transp/flag2.swf,flag2,158,258,400,450,176,1000,600,CrossRole,goto
177,transp_178,transp/flag2.swf,flag2,158,258,85,720,178,2692,460,CrossRole,goto
178,transp_177,transp/flag2.swf,flag2,158,258,2777,460,177,170,640,CrossRole,goto
178,transp_190,transp/flag2.swf,flag2,158,258,513,730,190,2700,420,CrossRole,goto
190,transp_178,transp/flag2.swf,flag2,158,258,2785,420,178,598,650,CrossRole,goto
190,transp_191,transp/flag2.swf,flag2,158,258,40,560,191,2854,530,CrossRole,goto
191,transp_190,transp/flag2.swf,flag2,158,258,2939,530,190,125,560,CrossRole,goto
191,transp_192,transp/flag2.swf,flag2,158,258,40,560,192,2854,560,CrossRole,goto
192,transp_191,transp/flag2.swf,flag2,158,258,2939,560,191,125,560,CrossRole,goto
192,transp_193,transp/flag2.swf,flag2,158,258,40,600,193,2854,580,CrossRole,goto
193,transp_192,transp/flag2.swf,flag2,158,258,2939,580,192,125,600,CrossRole,goto
193,transp_194,transp/flag2.swf,flag2,158,258,1557,470,194,1000,600,CrossRole,goto
193,transp_198,transp/flag2.swf,flag2,158,258,40,600,198,2854,560,CrossRole,goto
196,transp_195,transp/flag2.swf,flag2,158,258,2950,580,195,1000,600,CrossRole,goto
196,transp_197,transp/flag2.swf,flag2,158,258,40,600,197,1000,600,CrossRole,goto
196,transp_199,transp/flag2.swf,flag2,158,258,1517,730,199,343,470,CrossRole,goto
198,transp_193,transp/flag2.swf,flag2,158,258,2939,560,193,125,600,CrossRole,goto
198,transp_199,transp/flag2.swf,flag2,158,258,40,600,199,2365,590,CrossRole,goto
198,transp_200,transp/flag2.swf,flag2,158,258,1130,730,200,2755,420,CrossRole,goto
199,transp_196,transp/flag2.swf,flag2,158,258,258,470,196,1517,650,CrossRole,goto
199,transp_198,transp/flag2.swf,flag2,158,258,2450,590,198,125,600,CrossRole,goto
200,transp_198,transp/flag2.swf,flag2,158,258,2840,420,198,1130,650,CrossRole,goto
200,transp_201,transp/flag2.swf,flag2,158,258,40,580,201,2854,550,CrossRole,goto
201,transp_200,transp/flag2.swf,flag2,158,258,2939,550,200,125,580,CrossRole,goto
201,transp_202,transp/flag2.swf,flag2,158,258,40,520,202,2715,650,CrossRole,goto
202,transp_197,transp/flag2.swf,flag2,158,258,1674,425,197,1000,600,CrossRole,goto
202,transp_201,transp/flag2.swf,flag2,158,258,2800,730,201,125,520,CrossRole,goto
202,transp_205,transp/flag2.swf,flag2,158,258,40,600,205,2854,580,CrossRole,goto
203,transp_204,transp/flag2.swf,flag2,158,258,1936,570,204,125,530,CrossRole,goto
204,transp_195,transp/flag2.swf,flag2,158,258,1750,730,195,1000,600,CrossRole,goto
204,transp_203,transp/flag2.swf,flag2,158,258,40,530,203,1851,570,CrossRole,goto
205,transp_202,transp/flag2.swf,flag2,158,258,2939,580,202,125,600,CrossRole,goto
205,transp_207,transp/flag2.swf,flag2,158,258,26,550,207,1000,600,CrossRole,goto
