transfer_type,transfer_key,map_id,map_name,landing_x,landing_y,source
role,transp_74,72,,2798,580,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin
role,transp_71,73,,45,424,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin
role,transp_72,73,,2350,720,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin
role,transp_77,73,,2950,550,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin
role,transp_72,74,,2819,340,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin
role,transp_75,74,,95,720,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin
role,transp_74,75,,1338,380,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin
role,transp_76,75,,2838,350,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin
role,transp_18,76,,1590,541,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin
role,transp_75,76,,25,544,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin
role,transp_73,77,,40,431,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin
role,transp_78,77,,2611,400,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin
role,transp_77,78,,40,550,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin
