candidate_id,map_id,map_name,monster_name,max_hp,window_count,experience_counts,item_counts,item_drop_windows,item_observed_rates,reward_indices,source,status
56-mudmonster-510,56,沼泽_1,瘴气泥巴,510,24,386x2;736x7;760x7;1468x2;1472x4;1520x2,毒囊x11;废渣x23;铜钱x12;L小喇叭x1;水晶x1;泥戒指x1,毒囊x10;废渣x21;铜钱x3;L小喇叭x1;水晶x1;泥戒指x1,毒囊=10/24;废渣=21/24;铜钱=3/24;L小喇叭=1/24;水晶=1/24;泥戒指=1/24,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin#20464|20599;20260606_200103_131_session_00324/20260606_200109_321_conn_0002/server-to-client-0001.bin#2686|2735|2974|3045|3217|3271|3308|3356|3401|3862|4242|16317|16450|16538|16666|16909|16958|17067|17198|17252|17369|17635,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin;20260606_200103_131_session_00324/20260606_200109_321_conn_0002/server-to-client-0001.bin,candidate
57-mudmonster-520,57,沼泽_2,瘴气泥巴,520,6,414x1;788x2;812x2;1576x1,毒囊x4;废渣x4;泥戒指x1;L小喇叭x1,毒囊x4;废渣x3;泥戒指x1;L小喇叭x1,毒囊=4/6;废渣=3/6;泥戒指=1/6;L小喇叭=1/6,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin#21525;20260606_200103_131_session_00324/20260606_200109_321_conn_0002/server-to-client-0001.bin#4499|4537|15901|15959|16012,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin;20260606_200103_131_session_00324/20260606_200109_321_conn_0002/server-to-client-0001.bin,candidate
57-mudmonster-525,57,沼泽_2,瘴气泥巴,525,2,1680x1;1736x1,废渣x2,废渣x2,废渣=2/2,20260606_200103_131_session_00324/20260606_200109_321_conn_0002/server-to-client-0001.bin#4460|16072,20260606_200103_131_session_00324/20260606_200109_321_conn_0002/server-to-client-0001.bin,candidate
58-mudmonster-520,58,沼泽_3,瘴气泥巴,520,1,1680x1,废渣x1,废渣x1,废渣=1/1,20260606_200103_131_session_00324/20260606_200109_321_conn_0002/server-to-client-0001.bin#4660,20260606_200103_131_session_00324/20260606_200109_321_conn_0002/server-to-client-0001.bin,candidate
58-mudmonster-525,58,沼泽_3,瘴气泥巴,525,1,1628x1,废渣x2,废渣x1,废渣=1/1,20260606_200103_131_session_00324/20260606_200109_321_conn_0002/server-to-client-0001.bin#15832,20260606_200103_131_session_00324/20260606_200109_321_conn_0002/server-to-client-0001.bin,candidate
59-flowerking-750,59,沼泽_4,王花,750,9,964x4;980x1;1872x1;1904x1;1960x2,花瓣x7;蜜x3;魂之石x1;王花花蕾x1;藤条x5,花瓣x5;蜜x3;魂之石x1;王花花蕾x1;藤条x5,花瓣=5/9;蜜=3/9;魂之石=1/9;王花花蕾=1/9;藤条=5/9,20260606_200103_131_session_00324/20260606_200109_321_conn_0002/server-to-client-0001.bin#4811|4984|5208|5400|8817|8992|11532|12735|12818,20260606_200103_131_session_00324/20260606_200109_321_conn_0002/server-to-client-0001.bin,candidate
59-flowerking-760,59,沼泽_4,王花,760,10,908x1;924x2;1816x6;1872x1,花瓣x10;藤条x3;蜜x5;L小喇叭x1,花瓣x9;藤条x3;蜜x5;L小喇叭x1,花瓣=9/10;藤条=3/10;蜜=5/10;L小喇叭=1/10,20260606_200103_131_session_00324/20260606_200109_321_conn_0002/server-to-client-0001.bin#5065|5293|8906|11671|11841|11976|12159|12308|12424|12586,20260606_200103_131_session_00324/20260606_200109_321_conn_0002/server-to-client-0001.bin,candidate
60-drughornets-680,60,沼泽_5,毒蜂,680,19,454x1;908x8;924x2;1816x6;1848x2,刺x14;毒囊x14;虫壳x6;蜜x5;蜂之眼x1,刺x12;毒囊x12;虫壳x6;蜜x5;蜂之眼x1,刺=12/19;毒囊=12/19;虫壳=6/19;蜜=5/19;蜂之眼=1/19,20260606_200103_131_session_00324/20260606_200109_321_conn_0002/server-to-client-0001.bin#5469|5562|5754|5973|9078|9132|9217|9330|10126|10290|10412|10478|10531|10675|10933|11071|11166|11433|12875,20260606_200103_131_session_00324/20260606_200109_321_conn_0002/server-to-client-0001.bin,candidate
60-flowerking-750,60,沼泽_5,王花,750,6,1872x3;1904x2;1928x1,刺x5;毒囊x3;藤条x2;L小喇叭x1;花瓣x1,刺x5;毒囊x3;藤条x2;L小喇叭x1;花瓣x1,刺=5/6;毒囊=3/6;藤条=2/6;L小喇叭=1/6;花瓣=1/6,20260606_200103_131_session_00324/20260606_200109_321_conn_0002/server-to-client-0001.bin#5853|5934|10093|10235|10766|11268,20260606_200103_131_session_00324/20260606_200109_321_conn_0002/server-to-client-0001.bin,candidate
62-drughornets-680,62,沼泽_6,毒蜂,680,21,948x7;964x2;980x1;1896x11,毒囊x19;刺x13;蜜x5;虫壳x9,毒囊x17;刺x12;蜜x4;虫壳x7,毒囊=17/21;刺=12/21;蜜=4/21;虫壳=7/21,20260606_200103_131_session_00324/20260606_200109_321_conn_0002/server-to-client-0001.bin#6035|6921|12956|13394|13520|13575|13644|13734|13848|13925|13995|14077|14169|14277|14391|14445|14502|15143|15325|15376|15446,20260606_200103_131_session_00324/20260606_200109_321_conn_0002/server-to-client-0001.bin,candidate
63-goldcayman-1020,63,沼泽_8,金斑鳄,1020,14,1944x1;1976x7;2040x3;2916x1;3060x2,兽牙x19;兽骨x16;肉x8;兽血x8;鳄鱼之泪x2;皮革x5,兽牙x12;兽骨x12;肉x7;兽血x6;鳄鱼之泪x2;皮革x5,兽牙=12/14;兽骨=12/14;肉=7/14;兽血=6/14;鳄鱼之泪=2/14;皮革=5/14,20260606_200103_131_session_00324/20260606_200109_321_conn_0002/server-to-client-0001.bin#7703|7818|8102|8455|8672|20949|21326|22466|22561|22920|23321|23505|24871|25017,20260606_200103_131_session_00324/20260606_200109_321_conn_0002/server-to-client-0001.bin,candidate
63-goldcayman-980,63,沼泽_8,金斑鳄,980,18,1944x2;1976x4;2040x3;2916x3;2964x5;3060x1,兽牙x23;兽骨x18;兽血x10;肉x8;L小喇叭x2;皮革x5;鳄鱼之泪x4;碎金片x1,兽牙x16;兽骨x14;兽血x8;肉x8;L小喇叭x2;皮革x4;鳄鱼之泪x3;碎金片x1,兽牙=16/18;兽骨=14/18;兽血=8/18;肉=8/18;L小喇叭=2/18;皮革=4/18;鳄鱼之泪=3/18;碎金片=1/18,20260606_200103_131_session_00324/20260606_200109_321_conn_0002/server-to-client-0001.bin#7290|7405|7546|8320|21187|21456|21639|21821|21925|22321|22688|22767|23166|24558|24706|24803|25187|25352,20260606_200103_131_session_00324/20260606_200109_321_conn_0002/server-to-client-0001.bin,candidate
84-greenmantis-110,84,竹林_1,绿甲螳螂,110,1,42x1,L小喇叭x1,L小喇叭x1,L小喇叭=1/1,20260522_222531_099_conn_0002#1736,20260522_222531_099_conn_0002,candidate
85-greenmantis-140,85,竹林_2,绿甲螳螂,140,1,0x1,虫壳x1,虫壳x1,虫壳=1/1,20260523_210149_461_conn_0002#511,20260523_210149_461_conn_0002,candidate
86-bambooboy-180,86,竹林_3,小竹妖,180,5,0x2;92x3,叶片x3;竹x2;甘露x3,叶片x3;竹x2;甘露x3,叶片=3/5;竹=2/5;甘露=3/5,20260523_210149_461_conn_0002#564|615|663;20260524_113450_799_conn_0002#1759|1797,20260523_210149_461_conn_0002;20260524_113450_799_conn_0002,candidate
90-boobomb-190,90,竹林_7,竹炮,190,1,224x1,石块x1,石块x1,石块=1/1,20260523_210149_461_conn_0002#919,20260523_210149_461_conn_0002,candidate
97-bambooboy-150,97,竹林_10,小竹妖,150,1,76x1,竹x1,竹x1,竹=1/1,20260522_222531_099_conn_0002#2982,20260522_222531_099_conn_0002,candidate
97-jumpboo-180,97,竹林_10,跳跳竹,180,1,0x1,叶片x1;藤条x1,叶片x1;藤条x1,叶片=1/1;藤条=1/1,20260524_113450_799_conn_0002#7336,20260524_113450_799_conn_0002,candidate
97-purplecentipede-400,97,竹林_10,紫毒蜈蚣,400,2,404x1;438x1,虫壳x8;丝x4;毒囊x2;蜈蚣的尾刺x1;蜈蚣的头x1;叶片x2;藤条x3;蜈蚣的毒牙x1,虫壳x2;丝x2;毒囊x1;蜈蚣的尾刺x1;蜈蚣的头x1;叶片x2;藤条x2;蜈蚣的毒牙x1,虫壳=2/2;丝=2/2;毒囊=1/2;蜈蚣的尾刺=1/2;蜈蚣的头=1/2;叶片=2/2;藤条=2/2;蜈蚣的毒牙=1/2,20260522_222531_099_conn_0002#3131;20260524_113450_799_conn_0002#7420,20260522_222531_099_conn_0002;20260524_113450_799_conn_0002,candidate
101-kinfemantis-180,101,竹林_14,刀手螳螂,180,6,0x4;184x2,螳螂的头x3;L小喇叭x1;虫壳x3;螳螂刀臂x3,螳螂的头x3;L小喇叭x1;虫壳x3;螳螂刀臂x2,螳螂的头=3/6;L小喇叭=1/6;虫壳=3/6;螳螂刀臂=2/6,20260523_210149_461_conn_0002#2533|2575;20260531_124707_399_session_23556/20260531_124713_924_conn_0002/server-to-client-0001.bin#14956|15395|15633|15728,20260523_210149_461_conn_0002;20260531_124707_399_session_23556/20260531_124713_924_conn_0002/server-to-client-0001.bin,candidate
101-mantisking-350,101,竹林_14,螳螂王,350,3,0x2;516x1,虫壳x3;螳螂刀臂x4;L小喇叭x1;螳螂的头x1,虫壳x3;螳螂刀臂x3;L小喇叭x1;螳螂的头x1,虫壳=3/3;螳螂刀臂=3/3;L小喇叭=1/3;螳螂的头=1/3,20260523_210149_461_conn_0002#2809;20260531_124707_399_session_23556/20260531_124713_924_conn_0002/server-to-client-0001.bin#15242|15517,20260523_210149_461_conn_0002;20260531_124707_399_session_23556/20260531_124713_924_conn_0002/server-to-client-0001.bin,candidate
102-jdby-220,102,平原_22,尖刀暴牙,220,17,0x17,兽牙x8;石块x8;头骨x4;人参x1;L小喇叭x1,兽牙x8;石块x8;头骨x4;人参x1;L小喇叭x1,兽牙=8/17;石块=8/17;头骨=4/17;人参=1/17;L小喇叭=1/17,20260606_200103_131_session_00324/20260606_200109_321_conn_0002/server-to-client-0001.bin#18193|18224|18322|18357|18394|18433|18471|18510|18545|18698|18730|18766|18802|18830|18878|18916|19000,20260606_200103_131_session_00324/20260606_200109_321_conn_0002/server-to-client-0001.bin,candidate
110-vulture-110,110,卧佛谷_5,秃鹫,110,1,0x1,爪x1,爪x1,爪=1/1,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin#22387,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin,candidate
113-cactus-155,113,卧佛谷_8,仙人刺球,155,2,0x2,叶片x2,叶片x2,叶片=2/2,20260606_200103_131_session_00324/20260606_200109_321_conn_0002/server-to-client-0001.bin#728|967,20260606_200103_131_session_00324/20260606_200109_321_conn_0002/server-to-client-0001.bin,candidate
113-hemagicrock-170,113,卧佛谷_8,褐咒石怪,170,9,0x9,石块x6;碎铁矿x4;毛皮x3;头骨x3;废渣x6;兽骨x1;图腾面具x2,石块x5;碎铁矿x4;毛皮x3;头骨x3;废渣x5;兽骨x1;图腾面具x2,石块=5/9;碎铁矿=4/9;毛皮=3/9;头骨=3/9;废渣=5/9;兽骨=1/9;图腾面具=2/9,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin#22441;20260606_200103_131_session_00324/20260606_200109_321_conn_0002/server-to-client-0001.bin#780|813|901|939|999|1184|1340|1539,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin;20260606_200103_131_session_00324/20260606_200109_321_conn_0002/server-to-client-0001.bin,candidate
113-incantationshaman-400,113,卧佛谷_8,被附体的巫师,400,1,0x1,毛皮x1;兽骨x1;头骨x1;石块x2;碎铁矿x1,毛皮x1;兽骨x1;头骨x1;石块x1;碎铁矿x1,毛皮=1/1;兽骨=1/1;头骨=1/1;石块=1/1;碎铁矿=1/1,20260606_200103_131_session_00324/20260606_200109_321_conn_0002/server-to-client-0001.bin#1081,20260606_200103_131_session_00324/20260606_200109_321_conn_0002/server-to-client-0001.bin,candidate
115-cactus-155,115,卧佛谷_9,仙人刺球,155,1,0x1,刺x1;藤条x1;叶片x1,刺x1;藤条x1;叶片x1,刺=1/1;藤条=1/1;叶片=1/1,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin#22638,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin,candidate
122-barbarianbowman-530,122,黄风寨口,蛮族弓手,530,5,0x5,铜钱x28;头骨x2;L小喇叭x2;兽骨x2,铜钱x4;头骨x2;L小喇叭x2;兽骨x2,铜钱=4/5;头骨=2/5;L小喇叭=2/5;兽骨=2/5,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin#14053|14171|14275|15058|15135,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin,candidate
122-barbarianbowman-547,122,黄风寨口,蛮族弓手,547,1,0x1,铜钱x10,铜钱x1,铜钱=1/1,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin#17410,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin,candidate
122-barbarianbowman-560,122,黄风寨口,蛮族弓手,560,2,0x2,铜钱x10;兽骨x1,铜钱x2;兽骨x1,铜钱=2/2;兽骨=1/2,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin#15710|15943,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin,candidate
122-barbarianbowman-600,122,黄风寨口,蛮族弓手,600,3,0x3,铜钱x32;头骨x1;兽骨x1,铜钱x3;头骨x1;兽骨x1,铜钱=3/3;头骨=1/3;兽骨=1/3,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin#16164|16397|16689,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin,candidate
122-barbarianfighter-600,122,黄风寨口,蛮族战士,600,4,0x4,铜钱x21;头骨x2;毛皮x2;兽骨x1,铜钱x3;头骨x2;毛皮x2;兽骨x1,铜钱=3/4;头骨=2/4;毛皮=2/4;兽骨=1/4,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin#14472|14515|14679|14734,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin,candidate
122-barbarianfighter-630,122,黄风寨口,蛮族战士,630,5,620x5,铜钱x45;毛皮x2;兽骨x4;头骨x3;红方巾x1;L小喇叭x1,铜钱x5;毛皮x2;兽骨x3;头骨x3;红方巾x1;L小喇叭x1,铜钱=5/5;毛皮=2/5;兽骨=3/5;头骨=3/5;红方巾=1/5;L小喇叭=1/5,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin#16852|17250|17544|17648|17971,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin,candidate
122-barbarianweapons-520,122,黄风寨口,蛮族刀客,520,4,0x4,铜钱x21;红缨x2,铜钱x4;红缨x2,铜钱=4/4;红缨=2/4,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin#13493|13552|13612|13667,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin,candidate
122-barbarianweapons-530,122,黄风寨口,蛮族刀客,530,2,0x2,铜钱x10;红缨x1,铜钱x2;红缨x1,铜钱=2/2;红缨=1/2,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin#15409|15486,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin,candidate
122-barbarianweapons-550,122,黄风寨口,蛮族刀客,550,10,0x10,铜钱x33;红缨x4;刀客布衣x1;剔骨刀x1,铜钱x7;红缨x4;刀客布衣x1;剔骨刀x1,铜钱=7/10;红缨=4/10;刀客布衣=1/10;剔骨刀=1/10,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin#13837|14223|14321|14834|14880|15169|15210|15319|15364|15446,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin,candidate
122-hfcastellan-1500,122,黄风寨口,黄风大寨主,1500,1,720x1,红方巾x2;绸缎x3;铜钱x110;盗贼的首级x1;呼啸战靴x1;寨夫人上衣x1;寨夫人护腕x1;宝匣x1,红方巾x1;绸缎x1;铜钱x1;盗贼的首级x1;呼啸战靴x1;寨夫人上衣x1;寨夫人护腕x1;宝匣x1,红方巾=1/1;绸缎=1/1;铜钱=1/1;盗贼的首级=1/1;呼啸战靴=1/1;寨夫人上衣=1/1;寨夫人护腕=1/1;宝匣=1/1,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin#17886,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin,candidate
122-hfscastellan-1200,122,黄风寨口,黄风二寨主,1200,1,336x1,毛皮x2;铜钱x106;盗贼的首级x1;黄风腰带x1;兽骨x1,毛皮x1;铜钱x1;盗贼的首级x1;黄风腰带x1;兽骨x1,毛皮=1/1;铜钱=1/1;盗贼的首级=1/1;黄风腰带=1/1;兽骨=1/1,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin#15002,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin,candidate
122-incantationshaman-500,122,黄风寨口,咒巫师,500,2,0x2,头骨x1;兽骨x1,头骨x1;兽骨x1,头骨=1/2;兽骨=1/2,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin#15796|15851,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin,candidate
122-incantationshaman-550,122,黄风寨口,咒巫师,550,4,0x4,毛皮x4;兽骨x5;头骨x4;L小喇叭x1,毛皮x3;兽骨x4;头骨x3;L小喇叭x1,毛皮=3/4;兽骨=4/4;头骨=3/4;L小喇叭=1/4,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin#16253|16286|16434|17011,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin,candidate
123-bamboomouse-50,123,涧庭山道_1,竹鼠,50,4,0x1;28x3,毛皮x2;肉x3;兽骨x2,毛皮x2;肉x2;兽骨x1,毛皮=2/4;肉=2/4;兽骨=1/4,20260522_222531_099_conn_0002#1210|1238|1269;20260523_210149_461_conn_0002#394,20260522_222531_099_conn_0002;20260523_210149_461_conn_0002,candidate
127-cracktoad-1500,127,观瀑台,蛤蟆精,1500,1,966x1,毒囊x5;肉x1;黏液x1;蛤蟆精战靴x1;铜钱x50,毒囊x1;肉x1;黏液x1;蛤蟆精战靴x1;铜钱x1,毒囊=1/1;肉=1/1;黏液=1/1;蛤蟆精战靴=1/1;铜钱=1/1,20260531_124707_399_session_23556/20260531_124713_924_conn_0002/server-to-client-0001.bin#9332,20260531_124707_399_session_23556/20260531_124713_924_conn_0002/server-to-client-0001.bin,candidate
127-kongfupanda-510,127,观瀑台,武斗蛤蟆,510,3,0x3,毒囊x2;黏液x2;竹x1,毒囊x2;黏液x2;竹x1,毒囊=2/3;黏液=2/3;竹=1/3,20260531_124707_399_session_23556/20260531_124713_924_conn_0002/server-to-client-0001.bin#4430|4575|4645,20260531_124707_399_session_23556/20260531_124713_924_conn_0002/server-to-client-0001.bin,candidate
127-kongfupanda-570,127,观瀑台,武斗蛤蟆,570,1,816x1,毒囊x2;竹x1,毒囊x1;竹x1,毒囊=1/1;竹=1/1,20260531_124707_399_session_23556/20260531_124713_924_conn_0002/server-to-client-0001.bin#6223,20260531_124707_399_session_23556/20260531_124713_924_conn_0002/server-to-client-0001.bin,candidate
127-kongfupanda-573,127,观瀑台,武斗蛤蟆,573,3,0x3,黏液x2;毒囊x1,黏液x2;毒囊x1,黏液=2/3;毒囊=1/3,20260531_124707_399_session_23556/20260531_124713_924_conn_0002/server-to-client-0001.bin#4895|4955|5013,20260531_124707_399_session_23556/20260531_124713_924_conn_0002/server-to-client-0001.bin,candidate
127-kongfupanda-586,127,观瀑台,武斗蛤蟆,586,5,0x5,竹x4;黏液x4;L小喇叭x1;毒囊x1,竹x4;黏液x4;L小喇叭x1;毒囊x1,竹=4/5;黏液=4/5;L小喇叭=1/5;毒囊=1/5,20260531_124707_399_session_23556/20260531_124713_924_conn_0002/server-to-client-0001.bin#5228|5282|5326|5388|5474,20260531_124707_399_session_23556/20260531_124713_924_conn_0002/server-to-client-0001.bin,candidate
127-magicpanda-510,127,观瀑台,法术蛤蟆,510,7,272x2;296x4;592x1,L小喇叭x1;黏液x8;甘露x4;毒囊x2,L小喇叭x1;黏液x7;甘露x3;毒囊x2,L小喇叭=1/7;黏液=7/7;甘露=3/7;毒囊=2/7,20260531_124707_399_session_23556/20260531_124713_924_conn_0002/server-to-client-0001.bin#5855|5898|6751|8561|8677|8739|9020,20260531_124707_399_session_23556/20260531_124713_924_conn_0002/server-to-client-0001.bin,candidate
127-swordbird-130,127,观瀑台,刺鸟,130,1,0x1,喙x1,喙x1,喙=1/1,20260531_124707_399_session_23556/20260531_124713_924_conn_0002/server-to-client-0001.bin#4222,20260531_124707_399_session_23556/20260531_124713_924_conn_0002/server-to-client-0001.bin,candidate
127-swordpanda-650,127,观瀑台,剑术蛤蟆,650,4,644x3;1262x1,毒囊x6;翠带护腰x1,毒囊x4;翠带护腰x1,毒囊=4/4;翠带护腰=1/4,20260531_124707_399_session_23556/20260531_124713_924_conn_0002/server-to-client-0001.bin#6664|7315|8011|8469,20260531_124707_399_session_23556/20260531_124713_924_conn_0002/server-to-client-0001.bin,candidate
127-swordpanda-750,127,观瀑台,剑术蛤蟆,750,1,644x1,毒囊x1;L小喇叭x1,毒囊x1;L小喇叭x1,毒囊=1/1;L小喇叭=1/1,20260531_124707_399_session_23556/20260531_124713_924_conn_0002/server-to-client-0001.bin#8971,20260531_124707_399_session_23556/20260531_124713_924_conn_0002/server-to-client-0001.bin,candidate
146-barbarianweapons-520,146,黄风寨_1,蛮族刀客,520,4,0x4,铜钱x21;红缨x2,铜钱x4;红缨x2,铜钱=4/4;红缨=2/4,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin#13493|13552|13612|13667,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin,candidate
148-barbarianweapons-530,148,黄风寨_3,蛮族刀客,530,2,0x2,铜钱x10;红缨x1,铜钱x2;红缨x1,铜钱=2/2;红缨=1/2,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin#15409|15486,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin,candidate
148-barbarianweapons-550,148,黄风寨_3,蛮族刀客,550,3,0x3,铜钱x11;红缨x1,铜钱x3;红缨x1,铜钱=3/3;红缨=1/3,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin#15319|15364|15446,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin,candidate
149-barbarianbowman-530,149,黄风寨_4,蛮族弓手,530,2,0x2,铜钱x5;头骨x1;兽骨x1,铜钱x1;头骨x1;兽骨x1,铜钱=1/2;头骨=1/2;兽骨=1/2,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin#15058|15135,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin,candidate
149-barbarianweapons-550,149,黄风寨_4,蛮族刀客,550,4,0x4,铜钱x11;剔骨刀x1;红缨x2,铜钱x2;剔骨刀x1;红缨x2,铜钱=2/4;剔骨刀=1/4;红缨=2/4,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin#14834|14880|15169|15210,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin,candidate
149-hfscastellan-1200,149,黄风寨_4,黄风二寨主,1200,1,336x1,毛皮x2;铜钱x106;盗贼的首级x1;黄风腰带x1;兽骨x1,毛皮x1;铜钱x1;盗贼的首级x1;黄风腰带x1;兽骨x1,毛皮=1/1;铜钱=1/1;盗贼的首级=1/1;黄风腰带=1/1;兽骨=1/1,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin#15002,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin,candidate
150-barbarianfighter-600,150,黄风寨_5,蛮族战士,600,4,0x4,铜钱x21;头骨x2;毛皮x2;兽骨x1,铜钱x3;头骨x2;毛皮x2;兽骨x1,铜钱=3/4;头骨=2/4;毛皮=2/4;兽骨=1/4,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin#14472|14515|14679|14734,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin,candidate
151-barbarianbowman-530,151,黄风寨_6,蛮族弓手,530,2,0x2,L小喇叭x2;铜钱x12;兽骨x1,L小喇叭x2;铜钱x2;兽骨x1,L小喇叭=2/2;铜钱=2/2;兽骨=1/2,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin#14171|14275,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin,candidate
151-barbarianweapons-550,151,黄风寨_6,蛮族刀客,550,2,0x2,铜钱x8;红缨x1;刀客布衣x1,铜钱x1;红缨x1;刀客布衣x1,铜钱=1/2;红缨=1/2;刀客布衣=1/2,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin#14223|14321,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin,candidate
152-barbarianbowman-530,152,黄风寨_7,蛮族弓手,530,1,0x1,铜钱x11;头骨x1,铜钱x1;头骨x1,铜钱=1/1;头骨=1/1,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin#14053,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin,candidate
152-barbarianweapons-550,152,黄风寨_7,蛮族刀客,550,1,0x1,铜钱x3,铜钱x1,铜钱=1/1,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin#13837,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin,candidate
153-barbarianbowman-560,153,黄风寨_8,蛮族弓手,560,2,0x2,铜钱x10;兽骨x1,铜钱x2;兽骨x1,铜钱=2/2;兽骨=1/2,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin#15710|15943,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin,candidate
153-incantationshaman-500,153,黄风寨_8,咒巫师,500,2,0x2,头骨x1;兽骨x1,头骨x1;兽骨x1,头骨=1/2;兽骨=1/2,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin#15796|15851,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin,candidate
154-barbarianbowman-547,154,黄风寨_9,蛮族弓手,547,1,0x1,铜钱x10,铜钱x1,铜钱=1/1,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin#17410,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin,candidate
154-barbarianfighter-630,154,黄风寨_9,蛮族战士,630,2,620x2,兽骨x3;铜钱x12;毛皮x1;头骨x1,兽骨x2;铜钱x2;毛皮x1;头骨x1,兽骨=2/2;铜钱=2/2;毛皮=1/2;头骨=1/2,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin#17250|17544,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin,candidate
