quest_id,title,level,type,description,state,routes,quest_state_handle
capture-052,补救的方法,13,side,"【广青镇_2】的孙大福因为看擂台赛要晚回家，特意委托你((去【平原_6】))消灭花妖((收集10个桂花蜜))，以此来哄骗其娘子。
[x]=[i=f_i_桂花蜜^5BC46D&24@材料&25@99&19@任务物品。&20@被誉为蜜中之王，拌奶可以润肤。&27@sitem_water&101@955.png&103@0&104@0&105@&107@&108@0]桂花蜜[/]x10 
[g]=经验12000 [i=f_i_银元宝^C156C7&24@材料 消耗品&25@9999&19@双击可兑换为1000铜币&20@游戏中的货币,用于流通买卖&27@sitem_jhj&101@39.png&103@0&104@0&105@&107@&108@0]银元宝[/]x1",收集 桂花蜜 0/10,2180542612350162|4q22d_1|4q22a_1_1;2180542612350162|4q22d_2|4q22a_2_1,
capture-053,第二次考验,13,main,"<ml>你必须((前往【平原_10】找到并消灭3只牙菇。))之后回【广青镇_2】找夏侯武交差。
[g]=经验5000 [i=f_i_银元宝^C156C7&24@材料 消耗品&25@9999&19@双击可兑换为1000铜币&20@游戏中的货币,用于流通买卖&27@sitem_jhj&101@39.png&103@0&104@0&105@&107@&108@0]银元宝[/]x1",<over>击杀 牙菇 3/3,2220542612946566|4q6d_1|4q6a_1_1;2220542612946566|4q6d_2|4q6a_2_1,
capture-054,独身的帚公,13,main,"<ml>找【广青镇_3】的帚公询问混沌之玉碎片的下落。
[g]=经验4000",<over>还未找【广青镇_3】的帚公交谈,1790542610850918|4q56d_1|4q56a_1_1;2550542613498646|4q56d_2|4q56a_2_1,
capture-055,更需要帮助的人,13,main,"<ml>去【广青镇_2】找李老头帮忙治病，顺便打听碎玉的下落。
[g]=经验4000",<over>还未找【广青镇_2】的李老头交谈,2550542613498646|4q58d_1|4q58a_1_1;2120542612098244|4q58d_2|4q58a_2_1,
capture-056,何首乌危机,13,main,"<ml>【广青镇_3】的伏罗需要用何首乌制药，但经常被尖刀暴牙偷食，他吩咐你((去【平原_13】消灭8只尖刀暴牙。))
[g]=经验6000 [i=f_i_银元宝^C156C7&24@材料 消耗品&25@9999&19@双击可兑换为1000铜币&20@游戏中的货币,用于流通买卖&27@sitem_jhj&101@39.png&103@0&104@0&105@&107@&108@0]银元宝[/]x2",<over>击杀 尖刀暴牙 8/8,2520542613299551|4q20d_1|4q20a_1_1;2520542613299551|4q20d_2|4q20a_2_1,
capture-057,护具材料,13,main,"<ml>【广青镇_3】的云衣娘让你((去【平原_7】消灭15只爆骨猪，))之后回去找她。
[g]=经验6000 [i=f_i_盗贼腰带^5BC46D&23@凿孔上限 9 格&24@护具·腰部&25@1&21@15&3@10&15@2&17@3&27@sitem_ezhj&19@精炼潜质:
[精炼+1&1; 每升一级 物理防御+2
[精炼+1&1; 每升一级 爆击+5&101@546.png&103@0&104@0&105@&107@&108@95]盗贼腰带[/]x1",<over>击杀 爆骨猪 15/15,2500542613172144|4q24d_1|4q24a_1_1;2500542613172144|4q24d_2|4q24a_2_1,
capture-058,获得宠物,13,main,"<ml>【广青镇_1】的雨娃需要你帮他凑1个蘑菇。((可以前往【平原_10】消灭牙菇,从而获得蘑菇。))
[x]=[i=f_i_蘑菇&24@材料&25@99&20@蘑菇的是真菌中的一类,除毒蘑菇外,有很好的药用价值和食用价值.&101@94.png&103@0&104@0&105@&107@&108@19]蘑菇[/]x1 
[g]=经验5000 
[s]=[i=f_i_怪木机^5BC46D&24@宠物&25@1&19@&2;font color='#00ff00'&3;可以提高主人的爆击能力&2;/font&3;&20@用富有生命的木头机关人来形容它最适合不过，起初只是一个小小的苗，随着浇灌和培养会变的越来越强.&27@sitem_pet&101@333.png&103@0&104@0&105@&107@&108@0&19@喜好食物:
宠物用营养水
宠物成长药剂
奇效宠物药剂
&2;font color='#66ccff'&3;宠物等级:1
爆击+20
&2;/font&3;&2;font color='#00cc00'&3;成长属性:
[等级1&1; 爆击+20 每升一级 +2&2;/font&3;]怪木机[/]x1,[i=f_i_幻熊兽^5BC46D&24@宠物&25@1&19@&2;font color='#00ff00'&3;可以提高主人的命中和回避&2;/font&3;&20@多居在茂密的树林里，活泼好动.&27@sitem_pet&101@320.png&103@0&104@0&105@&107@&108@0&19@喜好食物:
宠物用营养水
宠物成长药剂
奇效宠物药剂
&2;font color='#66ccff'&3;宠物等级:1
命中+15
回避+15
&2;/font&3;&2;font color='#00cc00'&3;成长属性:
[等级1&1; 命中+15 每升一级 +1
[等级1&1; 回避+15 每升一级 +1&2;/font&3;]幻熊兽[/]x1,[i=f_i_极冰兽^5BC46D&24@宠物&25@1&19@&2;font color='#00ff00'&3;可以提高主人的魔法防御力&2;/font&3;&20@体内蕴涵着冷冻的力量,蟹型外表被厚厚的冰层包围,喷射出的寒气能迅速冷冻住任何物体,幼体性格温顺.&27@sitem_pet&101@332.png&103@0&104@0&105@&107@&108@0&19@喜好食物:
宠物用营养水
宠物成长药剂
奇效宠物药剂
&2;font color='#66ccff'&3;宠物等级:1
魔法防御+15
&2;/font&3;&2;font color='#00cc00'&3;成长属性:
[等级1&1; 魔法防御+15 每升一级 +1&2;/font&3;]极冰兽[/]x1,[i=f_i_炎火兽^5BC46D&24@宠物&25@1&19@&2;font color='#00ff00'&3;可以提高主人的物理攻击力&2;/font&3;&20@体内流淌着高温的酸性体液,喷射出来遇到火花就会烧起熊熊大火.生性好斗勇猛.&27@sitem_pet&101@324.png&103@0&104@0&105@&107@&108@0&19@喜好食物:
宠物用营养水
宠物成长药剂
奇效宠物药剂
&2;font color='#66ccff'&3;宠物等级:1
物理攻击+10
&2;/font&3;&2;font color='#00cc00'&3;成长属性:
[等级1&1; 物理攻击+10 每升一级 +1&2;/font&3;]炎火兽[/]x1,[i=f_i_霹雳兽^5BC46D&24@宠物&25@1&19@&2;font color='#00ff00'&3;可以提高主人的魔法攻击力&2;/font&3;&20@身体周围不时的散发出神秘气息，具有很强的灵气，幼体较弱需要细心呵护。&27@sitem_pet&101@349.png&103@0&104@0&105@&107@&108@0&19@喜好食物:
宠物用营养水
宠物成长药剂
奇效宠物药剂
&2;font color='#66ccff'&3;宠物等级:1
魔法攻击+10
&2;/font&3;&2;font color='#00cc00'&3;成长属性:
[等级1&1; 魔法攻击+10 每升一级 +1&2;/font&3;]霹雳兽[/]x1,[i=f_i_圣石兽^5BC46D&24@宠物&25@1&19@&2;font color='#00ff00'&3;可以提高主人的物理防御力&2;/font&3;&20@坚固的石甲将它包围,习性穴居.成年后外型庞大,食量也大.&27@sitem_pet&101@345.png&103@0&104@0&105@&107@&108@0&19@喜好食物:
宠物用营养水
宠物成长药剂
奇效宠物药剂
&2;font color='#66ccff'&3;宠物等级:1
物理防御+15
&2;/font&3;&2;font color='#00cc00'&3;成长属性:
[等级1&1; 物理防御+15 每升一级 +1&2;/font&3;]圣石兽[/]x1",收集 蘑菇 0/1,1800542611079956|4q14d_1|4q14a_1_1,
capture-059,军队的兵器,13,main,"<ml>广青军队对付魔军缺少一些兵器，((去找【广青镇_1】的铁匠伏天，告之他此事。))
[g]=经验2500",<over>还未找【广青镇_1】的伏天交谈,2220542612946566|4q12d_1|4q12a_1_1;1780542610743555|4q12d_2|4q12a_2_1,
capture-060,可爱的宠物,13,main,"<ml>广青守卫乙特意告诉你((获得宠物的方法，要去找【广青镇_1】的雨娃了解))。
[g]=经验2500",<over>还未找【广青镇_1】的雨娃对话,2530542613373649|4q43d_1|4q43a_1_1;1800542611079956|4q43d_2|4q43a_2_1,
capture-061,失散的儿子,13,main,"<ml>回【广青镇_3】告诉帚公他孩子的消息。
[g]=经验4000",<over>还未找【广青镇_3】的帚公交谈,4140542615070416|4q57d_1|4q57a_1_1;2550542613498646|4q57d_2|4q57a_2_1,
capture-062,坍塌的城墙,13,main,"<ml>去【平原_12】的石块采集点，采集10个石块交给【广青镇_1】的广青守卫甲。
[x]=[i=f_i_石块&24@材料&25@99&20@随处可见的石块,可造工具,也可用于建筑.&101@104.png&103@0&104@0&105@&107@&108@10]石块[/]x10 
[g]=经验7000",收集 石块 2/10,1790542610850918|4q32d_1|4q32a_1_1;1790542610850918|4q32d_2|4q32a_2_1,
capture-063,通知守卫,13,main,"<ml>夏侯武告知你前三次是特意对你的考验，现在你已通过了他的考验。((先去【广青镇_1】给广青守卫甲传一个口信。))
[g]=经验2500",<over>还未带口信给【广青镇_1】的广青守卫甲,2220542612946566|4q11d_1|4q11a_1_1;1790542610850918|4q11d_2|4q11a_2_1,
capture-064,夏侯武的初次考验,13,main,"<ml>为了证明你是大师的徒弟，得((去【平原_6】消灭2只花妖，))，然后回到【广青镇_2】找夏侯武交差。
[g]=经验5000",<over>击杀 花妖 2/2,2220542612946566|4q4d_1|4q4a_1_1;2220542612946566|4q4d_2|4q4a_2_1,
capture-065,夏侯武的传话,13,main,"<ml>找到【广青镇_2】的夏候武并和他对话。
[g]=经验3000",<over>还未找【广青镇_2】的夏候武交谈,2500542613172144|4q25d_1|4q25a_1_1;2220542612946566|4q25d_2|4q25a_2_1,
capture-066,夏侯武的吩咐,13,main,"<ml>雨娃说夏侯武正找你有事，((立即去【广青镇_2】找夏侯武交谈。))
[g]=经验2500",<over>还未找【广青镇_2】的夏侯武交谈,1800542611079956|4q54d_1|4q54a_1_1;2220542612946566|4q54d_2|4q54a_2_1,
capture-067,小心城门,13,main,"<ml>((去【广青镇_3】告诉广青守卫乙有关魔军进攻的消息。))
[g]=经验2500",<over>还未去找【广青镇_3】的广青守卫乙对话,1790542610850918|4q1d_1|4q1a_1_1;2530542613373649|4q1d_2|4q1a_2_1,
capture-068,治病药材,13,main,"<ml>分别((去【平原_4、11、20】采集，金银花、当归、黄连各5株))交给广青镇_2的李老头。
[x]=[i=f_i_黄连^ffffff&24@材料&25@99&20@清热燥湿,泻火解毒.用于湿热痞满,呕吐吞酸,泻痢,黄疸,高热神昏,心火亢盛,心烦不寐,血热吐衄,目赤,牙痛,消渴,痈肿疔疮.&101@95.png&103@0&104@0&105@&107@&108@11]黄连[/]x5 [i=f_i_当归^ffffff&24@材料&25@99&20@若发生气血逆乱,服用之后即可降逆定乱,使气血各有所归.&101@92.png&103@0&104@0&105@&107@&108@20]当归[/]x5 [i=f_i_金银花^ffffff&24@材料&25@99&20@性寒味甘.具有清热解毒,凉血化淤的功效.&101@97.png&103@0&104@0&105@&107@&108@13]金银花[/]x5 
[g]=经验7000 [i=f_i_L花卷^ffffff&24@消耗品&25@99&7@350&20@葱香的花卷馒头.食用后可恢复一些气力.&101@213.png&103@0&104@0&105@&107@&108@0]L花卷[/]x1,收集　黄连 0/5,当归 0/5",金银花 5/5,2120542612098244|4q42d_1|4q42a_1_1;2120542612098244|4q42d_2|4q42a_2_1,
capture-069,最后的考验,13,main,"<ml>((前往【平原_13】找到并消灭3只尖刀暴牙。))之后回【广青镇_2】找夏侯武交差。
[g]=经验5000 [i=f_i_盗贼护腿^ffffff&23@凿孔上限 9 格&24@护具·腿&25@1&21@15&3@16&4@5&27@sitem_ezhj&19@精炼潜质:
[精炼+1&1; 每升一级 物理防御+2
[精炼+1&1; 每升一级 魔法防御+2
[精炼+1&1; 每升一级 命中+3&101@543.png&103@0&104@0&105@&107@&108@100]盗贼护腿[/]x1",<over>击杀 尖刀暴牙 3/3,2220542612946566|4q8d_1|4q8a_1_1;2220542612946566|4q8d_2|4q8a_2_1,
capture-070,一棵松据点,14,side,"广青镇的擂台护卫让你((去【平原_10】找二顺了解一棵松据点))。
[g]=经验3000",<over>还未找【平原_10】的二顺了解据点,2140542612112200|4q52d_1|4q52a_1_1;1270542610272513|4q52d_2|4q52a_2_1,
capture-071,白源战况,15,main,"<ml>去找【广青镇_2】夏侯武了解白源那边的战况。
[g]=经验5000",<over>还未找【广青镇_2】夏侯武交谈。,2200542612620422|4q67d_1|4q67a_1_1;2220542612946566|4q67d_2|4q67a_2_1,
capture-072,打造兵器,15,main,"<ml>为了帮广青军队打造兵器，((【广青镇_1】的铁匠伏天要你去【平原_15】的碎铁矿采集点采集20个碎铁矿))给他。
[x]=[i=f_i_碎铁矿^ffffff&24@材料&25@99&20@制造武器和护具的基本素材&101@105.png&103@0&104@0&105@&107@&108@12]碎铁矿[/]x20 
[g]=经验6000 [i=f_i_银元宝^C156C7&24@材料 消耗品&25@9999&19@双击可兑换为1000铜币&20@游戏中的货币,用于流通买卖&27@sitem_jhj&101@39.png&103@0&104@0&105@&107@&108@0]银元宝[/]x3",<over>收集 碎铁矿 20/20,1780542610743555|4q13d_1|4q13a_1_1;1780542610743555|4q13d_2|4q13a_2_6,
capture-073,大斗的担忧,15,side,"去((找【广青镇_2】的小斗))，问问他最近武艺进展得如何。
[g]=经验8000",<over>还未找【广青镇_2】的小斗谈话,2100542611864758|4q76d_1|4q76a_1_1;2110542611994150|4q76d_2|4q76a_2_1,
capture-074,大斗的心愿,15,side,"去((【平原_14】))消灭一些盗贼，((取得2个红方巾)),把它交给【广青镇_2】的大斗。
[x]=[i=f_i_红方巾^ffffff&24@材料&25@99&20@红色绸缎制方巾.&27@sitem_ezhj&101@121.png&103@0&104@0&105@&107@&108@21]红方巾[/]x2 
[g]=经验13000 [i=f_i_银元宝^C156C7&24@材料 消耗品&25@9999&19@双击可兑换为1000铜币&20@游戏中的货币,用于流通买卖&27@sitem_jhj&101@39.png&103@0&104@0&105@&107@&108@0]银元宝[/]x1",收集 红方巾 0/2,2100542611864758|4q44d_1|4q44a_1_1;2100542611864758|4q44d_2|4q44a_2_1,
capture-075,盗贼横行,15,main,"<ml>夏侯武让你((去【平原_14】剿灭10个盗贼，))之后再回【广青镇_2】找他谈话。
[g]=经验6000 [i=f_i_银元宝^C156C7&24@材料 消耗品&25@9999&19@双击可兑换为1000铜币&20@游戏中的货币,用于流通买卖&27@sitem_jhj&101@39.png&103@0&104@0&105@&107@&108@0]银元宝[/]x3",<over>击杀 盗贼 10/10,2220542612946566|4q26d_1|4q26a_1_1;2220542612946566|4q26d_2|4q26a_2_1,
capture-076,广青的信函,15,main,"<ml>申公烈让你((去【广青镇_2】找夏侯武))查探混沌之玉的消息。((从村东头进入竹林，穿过【竹林_9】便可到达广青平原，广青镇便位于平原中部。))
提示：到达广青平原后可以按【M】键打开地图，查看一下广青镇的位置。
[g]=经验2000 [i=f_i_L回魂丹^C156C7&24@消耗品&25@999&19@死亡后与黄泉婆婆对话，可直接复活并回到绑定点。&20@神秘丹药，传说有让人起死回生的功效。&2;font color='#ffff00'&3;注:【无法交易】&2;/font&3;&101@225.png&103@0&104@0&105@&107@&108@0]L回魂丹[/]x2",<over>还未去【广青镇_2】找夏侯武谈话,4910542615957836|3q30d_1|3q30a_1_1;2220542612946566|3q30d_2|3q30a_2_1,
capture-077,广青剿匪,15,main,"<ml>夏侯武让你((去【平原_14】消灭25个盗贼。))
[g]=经验8000 [i=f_i_银元宝^C156C7&24@材料 消耗品&25@9999&19@双击可兑换为1000铜币&20@游戏中的货币,用于流通买卖&27@sitem_jhj&101@39.png&103@0&104@0&105@&107@&108@0]银元宝[/]x2",击杀 盗贼 7/25,2220542612946566|4q37d_1|4q37a_1_1;2220542612946566|4q37d_2|4q37a_2_1,
capture-078,混沌之玉现身,15,main,"<ml>((去找【广青镇_1】的伏天了解混沌之玉碎片的消息。))
[g]=经验3000",<over>还未找【广青镇_1】的伏天交谈,2220542612946566|4q27d_1|4q27a_1_1;1780542610743555|4q27d_2|4q27a_2_1,
capture-079,家书传信,15,side,"将家书送给【大佛村】的丑六品))，告知他丑家聚会的事情。
[g]=经验7000 [i=f_i_银元宝^C156C7&24@材料 消耗品&25@9999&19@双击可兑换为1000铜币&20@游戏中的货币,用于流通买卖&27@sitem_jhj&101@39.png&103@0&104@0&105@&107@&108@0]银元宝[/]x2",<over>将家书送给【大佛村】的丑六品,1820542611400955|4q72d_1|4q72a_1_1;4090542614314425|4q72d_2|4q72a_2_1,
capture-080,见玉之人,15,main,"<ml>((找到【广青镇_3】的木安，了解混沌之玉的事情。))
[g]=经验3000",<over>还未找【广青镇_3】的木安交谈,1780542610743555|4q28d_1|4q28a_1_1;2510542613193577|4q28d_2|4q28a_2_1,
capture-081,铠甲制造,15,main,"<ml>为了筹集给军队铸造铠甲的材料，【广青镇_2】的夏侯武让你((去【平原_2】消灭30个黑铁怪。))之后再回去找他。
[g]=经验8000",击杀 黑铁怪 2/30,2220542612946566|4q38d_1|4q38a_1_1;2220542612946566|4q38d_2|4q38a_2_1,
capture-082,三生情缘,15,side,"云衣娘有段三生情缘，赶紧((去【涧庭村】找申公烈村长))问个明白。
[g]=经验6000",<over>还未找【涧庭村】的申公烈村长交谈。,2220542612946566|4q71d_1|4q71a_1_1;4910542615957836|4q71d_2|4q71a_2_1,
capture-083,杀猪除害,15,activity,"<party>((前往【平原_5】击杀50只爆骨猪))，完成后回复【广青_1】伏天。
[g]=经验5000",<over>击杀 爆骨猪 50/50,1780542610743555|day_9d_1|day_9a_1_1;1780542610743555|day_9d_2|day_9a_2_1,
capture-084,圣诞节的装饰,15,side,"收集((30个驯鹿娃娃))、((30个彩棒))、((30个圣诞铃))交给圣诞树。
[x]=[i=f_i_驯鹿娃娃^f9e000&24@材料&25@99&20@圣诞道具，摸起来毛茸茸的驯鹿娃娃。&27@sitem_piput&101@1606.png&103@0&104@0&105@&107@&108@80]驯鹿娃娃[/]x30 [i=f_i_彩棒^f9e000&24@材料&25@99&20@圣诞道具，条纹的彩棒，用于装饰增强节日氛围。&27@sitem_piput&101@1607.png&103@0&104@0&105@&107@&108@40]彩棒[/]x30 [i=f_i_圣诞铃^f9e000&24@材料&25@99&20@圣诞道具，铜制的铃铛，摇起来有清脆的声音。&27@sitem_jhj&101@1608.png&103@0&104@0&105@&107@&108@100]圣诞铃[/]x30 
[g]=经验10000 [i=f_i_试炼印^f9e000&23@限制装备至【宝1、宝2、宝3、宝4】格。&24@法宝&25@1&21@1&5@&6@&20@&2;font color='#ffff00'&3;注:【无法交易】&2;/font&3;&27@sitem_jhj&19@
&2;font color='#59c5ca'&3;法宝效果:
装备后，每天消灭200只精英或BOSS怪可获得1点属性领悟值，每达成12点属性领悟值则可永久提升1点随机属性。&2;/font&3;
今日灭怪：0/200
属性领悟：0/12
&101@1605.png&103@0&104@0&105@&107@&108@0]试炼印[/]x1,收集　驯鹿娃娃 0/30,彩棒 0/30",圣诞铃 0/30,1860542611566530|shengdan2017d_1|shengdan2017a_1_1,
capture-085,试药,15,side,"伏罗让你((传话给【广青镇_2】的林公子))，让他去试药。
[g]=经验6000",<over>还未找【广青镇_2】的林公子交谈。,2520542613299551|4q10d_1|4q10a_1_1;2170542612315146|4q10d_2|4q10a_2_1,
capture-086,守卫的烦恼,15,main,"<ml>夏侯武让你去((找【广青镇_3】的广青镇守卫乙，))他有一些麻烦需要你去解决。
[g]=经验4000",<over>还未找【广青镇_3】广青守卫乙交谈。,2220542612946566|4q59d_1|4q59a_1_1;2530542613373649|4q59d_2|4q59a_2_1,
capture-087,碎玉的下落,15,main,"<ml>((去【广青镇_1】找广青守卫甲询问碎玉的下落。))
[g]=经验4000",<over>还未找【广青镇_1】的广青守卫甲交谈,2510542613193577|4q55d_1|4q55a_1_1;1790542610850918|4q55d_2|4q55a_2_1,
capture-088,通知五哥,15,side,"((回到【广青镇_1】将聚会的答复告诉丑五品。))
[g]=经验7000",<over>回到【广青镇_1】将聚会的答复告诉丑五品,4090542614314425|4q73d_1|4q73a_1_1;1820542611400955|4q73d_2|4q73a_2_1,
capture-089,忘情药的效果,15,side,"替林公子((转告【广青镇_3】的伏罗))，说忘情之药没有效果。
[g]=经验6000",<over>还未找【广青镇_3】的伏罗交谈。,2170542612315146|4q29d_1|4q29a_1_1;2520542613299551|4q29d_2|4q29a_2_1,
capture-090,忘情之药,15,side,"林公子让你((去【广青镇_3】找伏罗郎中，))让他帮忙调配忘情之药。
[g]=经验5000",<over>还未找【广青镇_3】伏罗交谈。,2170542612315146|4q2d_1|4q2a_1_1;2520542613299551|4q2d_2|4q2a_2_1,
capture-091,系铃之人,15,side,"解铃还须系铃人，去((找【广青镇_3】的云衣娘询问与林公子之间的事。))
[g]=经验6000",<over>还未找【广青镇_3】的云衣娘交谈。,4110542614676637|4q70d_1|4q70a_1_1;2500542613172144|4q70d_2|4q70a_2_1,
capture-092,夏侯武的赞赏,15,main,"<ml>李老头让你去找【广青镇_2】的夏侯武谈话。
[g]=经验4000 [i=f_i_L进阶经验卡^00ccff&24@特殊&25@99&19@双击使用。击杀怪物后，将获得双倍经验。效果持续时间为3小时。该物品不能交易。&20@可以获得经验加成的神奇商城道具。&27@sitem_book&101@577.png&103@0&104@0&105@&107@&108@0]L进阶经验卡[/]x1",<over>还未找【广青镇_2】的夏侯武交谈,2120542612098244|4q35d_1|4q35a_1_1;2220542612946566|4q35d_2|4q35a_2_1,
capture-093,香露的花瓣,15,side,"去((【平原_6】))或其他有((花妖))出没的地方，消灭他们。收集((10个浓香花瓣))交给【广青镇_3】的云衣娘。
[x]=[i=f_i_浓香花瓣^5BC46D&24@材料&25@99&19@任务物品。&20@有着浓烈香味的花瓣，用于香露制作。&27@sitem_book&101@936.png&103@0&104@0&105@&107@&108@0]浓香花瓣[/]x10 
[g]=经验12000 [i=f_i_银元宝^C156C7&24@材料 消耗品&25@9999&19@双击可兑换为1000铜币&20@游戏中的货币,用于流通买卖&27@sitem_jhj&101@39.png&103@0&104@0&105@&107@&108@0]银元宝[/]x2",收集 浓香花瓣 0/10,2500542613172144|4q9d_1|4q9a_1_1;2500542613172144|4q9d_2|4q9a_2_1,
capture-094,寻找妙方,15,side,"伏罗委托你((去【大佛村】找无颜，打听忘情之药的配方))。
[g]=经验6000",<over>还未找【大佛村】的无颜交谈。,2520542613299551|4q48d_1|4q48a_1_1;4110542614676637|4q48d_2|4q48a_2_1,
capture-095,寻找失散的亲人,15,main,"<ml>替帚公去【大佛村】找噌痴大师，打听他亲人的下落。
[g]=经验4000 [i=f_i_L初阶经验卡^00ccff&24@特殊&25@99&19@双击使用。击杀怪物后，将获得双倍经验，效果持续时间为1小时。该物品不能交易。&20@可以获得经验加成的神奇商城道具。&27@sitem_book&101@576.png&103@0&104@0&105@&107@&108@0]L初阶经验卡[/]x1",<over>还未找【大佛村】的噌痴大师交谈,2550542613498646|4q47d_1|4q47a_1_1;4140542615070416|4q47d_2|4q47a_2_1,
capture-096,衙役的质疑,15,main,"<ml>广青守卫丙让你((去【广青镇_2】找衙役甲谈话，))可能会有好事。
[g]=经验5000",<over>还未找【广青镇_2】衙役甲交谈。,2540542613409380|4q64d_1|4q64a_1_1;2200542612620422|4q64d_2|4q64a_2_1,
capture-097,缘定三生,15,side,"了解到了云衣娘的三生情缘，((回【广青镇_2】告诉林公子))。
[g]=经验6000 [i=f_i_L花卷^ffffff&24@消耗品&25@99&7@350&20@葱香的花卷馒头.食用后可恢复一些气力.&101@213.png&103@0&104@0&105@&107@&108@0]L花卷[/]x2",<over>还未找【广青镇_2】的林公子交谈。,4910542615957836|4q49d_3|4q49a_3_1;2170542612315146|4q49d_4|4q49a_4_1,
capture-098,云衣娘的心事,15,side,"((去【广青镇_2】找夏侯武询问云衣娘之事。))
[g]=经验6000",<over>还未找【广青镇_2】的夏侯武交谈。,2500542613172144|4q40d_1|4q40a_1_1;2220542612946566|1|4q40os;2220542612946566|4q40d_2|4q40a_2_1,
capture-099,助商集物,15,activity,"<party>((收集羽x50,兽牙x50,毛皮x50,头骨x50))，完成后回复【广青_1】丑五品。（前往【观瀑台】击杀刺鸟获得羽，前往【卧佛谷_3】击杀砂狼兽获得兽牙和毛皮，前往【平原_13】击杀尖刀暴牙获得头骨）
[x]=[i=f_i_羽&24@材料&25@99&20@鸟的羽,可制造工具,装饰服饰.&101@98.png&103@0&104@0&105@&107@&108@15]羽[/]x50 [i=f_i_兽牙&24@材料&25@99&20@野兽锋利的牙齿,看起来能做点什么.&101@68.png&103@0&104@0&105@&107@&108@15]兽牙[/]x50 [i=f_i_毛皮&24@材料&25@99&20@没经过加工的野兽毛皮,缝制用基本原料.&27@sitem_piput&101@71.png&103@0&104@0&105@&107@&108@24]毛皮[/]x50 [i=f_i_头骨^ffffff&24@材料&25@99&20@尸骨的头部,用于制造工具,装饰服饰.&27@sitem_wood&101@102.png&103@0&104@0&105@&107@&108@18]头骨[/]x50 
[g]=经验30000 ,收集　羽 8/50,兽牙 8/50,毛皮 50/50",头骨 2/50,1820542611400955|day_10d_1|day_10a_1_1;1820542611400955|day_10d_2|day_10a_2_1,
capture-100,最新消息,15,side,"去((告知【广青镇_1】的丑二品))有关家族聚会的最新消息。
[g]=经验7000",<over>还未找【广青镇_1】丑二品交谈,1820542611400955|4q74d_1|4q74a_1_1;1810542611191117|4q74d_2|4q74a_2_1,
capture-101,忘情药的配方,17,side,"((去【平原_16】找到并消灭巡路小鬼))，从它们身上获取10个((小鬼的角)),之后交给【广青镇_3】的伏罗。
[x]=[i=f_i_小鬼的角^5BC46D&24@材料&25@99&19@任务物品。&20@小鬼头上的硬角。&101@934.png&103@0&104@0&105@&107@&108@0]小鬼的角[/]x10 
[g]=经验12000 [i=f_i_银元宝^C156C7&24@材料 消耗品&25@9999&19@双击可兑换为1000铜币&20@游戏中的货币,用于流通买卖&27@sitem_jhj&101@39.png&103@0&104@0&105@&107@&108@0]银元宝[/]x1",收集 小鬼的角 0/10,2520542613299551|4q5d_1|4q5a_1_1;2520542613299551|4q5d_2|4q5a_2_1,
capture-102,消灭盗贼,17,side,"【广青镇_1】的丑五品委托你((前往【平原_15】消灭20个盗贼))，以免其弟弟来广青的路上遭到盗贼的袭击。
[g]=经验13000 [i=f_i_银元宝^C156C7&24@材料 消耗品&25@9999&19@双击可兑换为1000铜币&20@游戏中的货币,用于流通买卖&27@sitem_jhj&101@39.png&103@0&104@0&105@&107@&108@0]银元宝[/]x1",击杀 盗贼 0/20,1820542611400955|4q30d_1|4q30a_1_1;1820542611400955|4q30d_2|4q30a_2_1,
capture-103,冰释前嫌,18,side,"根据大斗的请求，((前往【广青镇_2】小斗处))，替大斗向小斗道歉。
[g]=经验1700",<over>前往【广青镇_2】跟小斗对话。,2100542611864758|aq10d_1|aq10a_1_1;2110542611994150|aq10d_2|aq10a_2_1,
capture-104,采花制药,18,side,"((前往【平原_4】采集15朵金银花后))，交给【广青镇_3】伏罗，让他制作止血散。
[x]=[i=f_i_金银花^ffffff&24@材料&25@99&20@性寒味甘.具有清热解毒,凉血化淤的功效.&101@97.png&103@0&104@0&105@&107@&108@13]金银花[/]x15 
[g]=经验1500",<over>收集 金银花 15/15,2520542613299551|aq3d_1|aq3a_1_1;2520542613299551|aq3d_2|aq3a_2_1,
capture-105,芳心谁属,18,side,"应张妈的请求，((前往【涧庭村】找申公烈))，向其打听铃铛的情况。
[g]=经验2000",<over>前往【涧庭村】找申公烈对话。,2190542612528390|aq12d_1|aq12a_1_1;4910542615957836|aq12d_2|aq12a_2_1,
capture-106,激将之法,18,side,"应申公烈之请求，((前往【涧庭村】骗熊猫竹生说铃铛喜欢大斗))。
[g]=经验2000",<over>前往【涧庭村】和熊猫竹生对话。,4910542615957836|aq13d_1|aq13a_1_1;4950542616589339|aq13d_2|aq13a_2_1,
capture-107,立志卫国,18,side,"应小斗的请求，((前往【广青镇_2】向张妈转达小斗的谢意))。
[g]=经验1700",<over>前往【广青镇_2】向张妈转达小斗的谢意。,2110542611994150|aq11d_1|aq11a_1_1;2190542612528390|aq11d_2|aq11a_2_1,
capture-108,谜底揭晓,18,side,"应申公烈的请求，((前往【广青镇_2】告诉张妈关于铃铛意中人之事))。
[g]=经验2000",<over>前往【广青镇_2】找张妈对话。,4910542615957836|aq17d_1|aq17a_1_1;2190542612528390|aq17d_2|aq17a_2_1,
