map_id,source_monster_handle,exp_delta,items,window_count,item_counts,item_drop_windows,item_observed_rates,source,status
141,4716206556987104,0,毒囊x2;翠带护腰x1,4,毒囊x6;翠带护腰x1,毒囊x4;翠带护腰x1,毒囊=4/4;翠带护腰=1/4,20260531_124707_399_conn_0002#reward-candidate-127-swordpanda,confirmed
141,4718206556987620,0,毒囊x2;翠带护腰x1,4,毒囊x6;翠带护腰x1,毒囊x4;翠带护腰x1,毒囊=4/4;翠带护腰=1/4,20260531_124707_399_conn_0002#reward-candidate-127-swordpanda,confirmed
141,4720206556988825,0,毒囊x2;翠带护腰x1,4,毒囊x6;翠带护腰x1,毒囊x4;翠带护腰x1,毒囊=4/4;翠带护腰=1/4,20260531_124707_399_conn_0002#reward-candidate-127-swordpanda,confirmed
142,9556206735436383,0,毒囊x2;翠带护腰x1,4,毒囊x6;翠带护腰x1,毒囊x4;翠带护腰x1,毒囊=4/4;翠带护腰=1/4,20260531_124707_399_conn_0002#reward-candidate-127-swordpanda,confirmed
142,9558206735437433,0,毒囊x2;翠带护腰x1,4,毒囊x6;翠带护腰x1,毒囊x4;翠带护腰x1,毒囊=4/4;翠带护腰=1/4,20260531_124707_399_conn_0002#reward-candidate-127-swordpanda,confirmed
142,9560206735437619,0,L小喇叭x1;黏液x1;甘露x1;毒囊x1,7,L小喇叭x1;黏液x8;甘露x4;毒囊x2,L小喇叭x1;黏液x7;甘露x3;毒囊x2,L小喇叭=1/7;黏液=7/7;甘露=3/7;毒囊=2/7,20260531_124707_399_conn_0002#reward-candidate-127-magicpanda,confirmed
142,9562206735438199,0,L小喇叭x1;黏液x1;甘露x1;毒囊x1,7,L小喇叭x1;黏液x8;甘露x4;毒囊x2,L小喇叭x1;黏液x7;甘露x3;毒囊x2,L小喇叭=1/7;黏液=7/7;甘露=3/7;毒囊=2/7,20260531_124707_399_conn_0002#reward-candidate-127-magicpanda,confirmed
142,9564206735439303,0,L小喇叭x1;黏液x1;甘露x1;毒囊x1,7,L小喇叭x1;黏液x8;甘露x4;毒囊x2,L小喇叭x1;黏液x7;甘露x3;毒囊x2,L小喇叭=1/7;黏液=7/7;甘露=3/7;毒囊=2/7,20260531_124707_399_conn_0002#reward-candidate-127-magicpanda,confirmed
142,9566206735440658,0,毒囊x2;翠带护腰x1,4,毒囊x6;翠带护腰x1,毒囊x4;翠带护腰x1,毒囊=4/4;翠带护腰=1/4,20260531_124707_399_conn_0002#reward-candidate-127-swordpanda,confirmed
142,9568206735440182,0,毒囊x2;翠带护腰x1,4,毒囊x6;翠带护腰x1,毒囊x4;翠带护腰x1,毒囊=4/4;翠带护腰=1/4,20260531_124707_399_conn_0002#reward-candidate-127-swordpanda,confirmed
143,5166206909805441,0,L小喇叭x1;黏液x1;甘露x1;毒囊x1,7,L小喇叭x1;黏液x8;甘露x4;毒囊x2,L小喇叭x1;黏液x7;甘露x3;毒囊x2,L小喇叭=1/7;黏液=7/7;甘露=3/7;毒囊=2/7,20260531_124707_399_conn_0002#reward-candidate-127-magicpanda,confirmed
143,5168206909805631,0,L小喇叭x1;黏液x1;甘露x1;毒囊x1,7,L小喇叭x1;黏液x8;甘露x4;毒囊x2,L小喇叭x1;黏液x7;甘露x3;毒囊x2,L小喇叭=1/7;黏液=7/7;甘露=3/7;毒囊=2/7,20260531_124707_399_conn_0002#reward-candidate-127-magicpanda,confirmed
143,5170206909806155,0,L小喇叭x1;黏液x1;甘露x1;毒囊x1,7,L小喇叭x1;黏液x8;甘露x4;毒囊x2,L小喇叭x1;黏液x7;甘露x3;毒囊x2,L小喇叭=1/7;黏液=7/7;甘露=3/7;毒囊=2/7,20260531_124707_399_conn_0002#reward-candidate-127-magicpanda,confirmed
143,5172206909807859,0,毒囊x2;翠带护腰x1,4,毒囊x6;翠带护腰x1,毒囊x4;翠带护腰x1,毒囊=4/4;翠带护腰=1/4,20260531_124707_399_conn_0002#reward-candidate-127-swordpanda,confirmed
143,5174206909807286,0,毒囊x2;翠带护腰x1,4,毒囊x6;翠带护腰x1,毒囊x4;翠带护腰x1,毒囊=4/4;翠带护腰=1/4,20260531_124707_399_conn_0002#reward-candidate-127-swordpanda,confirmed
143,5176206909809579,0,毒囊x5;肉x1;黏液x1;蛤蟆精战靴x1;铜钱x50,1,毒囊x5;肉x1;黏液x1;蛤蟆精战靴x1;铜钱x50,毒囊x1;肉x1;黏液x1;蛤蟆精战靴x1;铜钱x1,毒囊=1/1;肉=1/1;黏液=1/1;蛤蟆精战靴=1/1;铜钱=1/1,20260531_124707_399_conn_0002#cracktoad-visible-boss,confirmed
144,2762206074545916,0,毒囊x1;黏液x1;竹x1,3,毒囊x2;黏液x2;竹x1,毒囊x2;黏液x2;竹x1,毒囊=2/3;黏液=2/3;竹=1/3,20260531_124707_399_conn_0002#reward-candidate-127-kongfupanda,confirmed
144,2764206074546810,0,毒囊x1;黏液x1;竹x1,3,毒囊x2;黏液x2;竹x1,毒囊x2;黏液x2;竹x1,毒囊=2/3;黏液=2/3;竹=1/3,20260531_124707_399_conn_0002#reward-candidate-127-kongfupanda,confirmed
144,2766206074547838,0,毒囊x1;黏液x1;竹x1,3,毒囊x2;黏液x2;竹x1,毒囊x2;黏液x2;竹x1,毒囊=2/3;黏液=2/3;竹=1/3,20260531_124707_399_conn_0002#reward-candidate-127-kongfupanda,confirmed
144,2768206074548639,0,毒囊x2;翠带护腰x1,4,毒囊x6;翠带护腰x1,毒囊x4;翠带护腰x1,毒囊=4/4;翠带护腰=1/4,20260531_124707_399_conn_0002#reward-candidate-127-swordpanda,confirmed
144,2770206074548423,0,毒囊x2;翠带护腰x1,4,毒囊x6;翠带护腰x1,毒囊x4;翠带护腰x1,毒囊=4/4;翠带护腰=1/4,20260531_124707_399_conn_0002#reward-candidate-127-swordpanda,confirmed
145,2890206197338884,0,毒囊x2;翠带护腰x1,4,毒囊x6;翠带护腰x1,毒囊x4;翠带护腰x1,毒囊=4/4;翠带护腰=1/4,20260531_124707_399_conn_0002#reward-candidate-127-swordpanda,confirmed
145,2892206197339825,0,毒囊x2;翠带护腰x1,4,毒囊x6;翠带护腰x1,毒囊x4;翠带护腰x1,毒囊=4/4;翠带护腰=1/4,20260531_124707_399_conn_0002#reward-candidate-127-swordpanda,confirmed
145,2894206197340572,0,L小喇叭x1;黏液x1;甘露x1;毒囊x1,7,L小喇叭x1;黏液x8;甘露x4;毒囊x2,L小喇叭x1;黏液x7;甘露x3;毒囊x2,L小喇叭=1/7;黏液=7/7;甘露=3/7;毒囊=2/7,20260531_124707_399_conn_0002#reward-candidate-127-magicpanda,confirmed
145,2896206197341225,0,L小喇叭x1;黏液x1;甘露x1;毒囊x1,7,L小喇叭x1;黏液x8;甘露x4;毒囊x2,L小喇叭x1;黏液x7;甘露x3;毒囊x2,L小喇叭=1/7;黏液=7/7;甘露=3/7;毒囊=2/7,20260531_124707_399_conn_0002#reward-candidate-127-magicpanda,confirmed
145,2898206197342379,0,毒囊x2;翠带护腰x1,4,毒囊x6;翠带护腰x1,毒囊x4;翠带护腰x1,毒囊=4/4;翠带护腰=1/4,20260531_124707_399_conn_0002#reward-candidate-127-swordpanda,confirmed
145,2900206197343711,0,毒囊x2;翠带护腰x1,4,毒囊x6;翠带护腰x1,毒囊x4;翠带护腰x1,毒囊=4/4;翠带护腰=1/4,20260531_124707_399_conn_0002#reward-candidate-127-swordpanda,confirmed
149,3218685759638239,336,毛皮x2;铜钱x131;盗贼的首级x1;黄风腰带x1;兽骨x1;黄风围巾x1;头骨x1;雪莲花x1,2,毛皮x4;铜钱x261;盗贼的首级x2;黄风腰带x1;兽骨x1;黄风围巾x1;头骨x1;雪莲花x1,毛皮x2;铜钱x2;盗贼的首级x2;黄风腰带x1;兽骨x1;黄风围巾x1;头骨x1;雪莲花x1,毛皮=2/2;铜钱=2/2;盗贼的首级=2/2;黄风腰带=1/2;兽骨=1/2;黄风围巾=1/2;头骨=1/2;雪莲花=1/2,20260605_230922_544_conn_0002#reward15002;20260612_211756_199_conn_0002#reward29183-battleItems,confirmed
149,3220685759639165,336,毛皮x2;铜钱x131;盗贼的首级x1;黄风腰带x1;兽骨x1;黄风围巾x1;头骨x1;雪莲花x1,2,毛皮x4;铜钱x261;盗贼的首级x2;黄风腰带x1;兽骨x1;黄风围巾x1;头骨x1;雪莲花x1,毛皮x2;铜钱x2;盗贼的首级x2;黄风腰带x1;兽骨x1;黄风围巾x1;头骨x1;雪莲花x1,毛皮=2/2;铜钱=2/2;盗贼的首级=2/2;黄风腰带=1/2;兽骨=1/2;黄风围巾=1/2;头骨=1/2;雪莲花=1/2,20260605_230922_544_conn_0002#reward15002;20260612_211756_199_conn_0002#reward29183-battleItems,confirmed
155,2600686416056495,720,红方巾x2;绸缎x3;铜钱x280;盗贼的首级x1;呼啸战靴x1;寨夫人上衣x1;寨夫人护腕x1;宝匣x1,2,红方巾x4;绸缎x6;铜钱x560;盗贼的首级x2;呼啸战靴x1;寨夫人上衣x1;寨夫人护腕x1;宝匣x1,红方巾x2;绸缎x2;铜钱x2;盗贼的首级x2;呼啸战靴x1;寨夫人上衣x1;寨夫人护腕x1;宝匣x1,红方巾=2/2;绸缎=2/2;铜钱=2/2;盗贼的首级=2/2;呼啸战靴=1/2;寨夫人上衣=1/2;寨夫人护腕=1/2;宝匣=1/2,20260605_230922_544_conn_0002#reward17886;20260612_211756_199_conn_0002#reward31734,confirmed
155,2800686416057704,720,红方巾x2;绸缎x3;铜钱x280;盗贼的首级x1;呼啸战靴x1;寨夫人上衣x1;寨夫人护腕x1;宝匣x1,2,红方巾x4;绸缎x6;铜钱x560;盗贼的首级x2;呼啸战靴x1;寨夫人上衣x1;寨夫人护腕x1;宝匣x1,红方巾x2;绸缎x2;铜钱x2;盗贼的首级x2;呼啸战靴x1;寨夫人上衣x1;寨夫人护腕x1;宝匣x1,红方巾=2/2;绸缎=2/2;铜钱=2/2;盗贼的首级=2/2;呼啸战靴=1/2;寨夫人上衣=1/2;寨夫人护腕=1/2;宝匣=1/2,20260605_230922_544_conn_0002#reward17886;20260612_211756_199_conn_0002#reward31734,confirmed
158,5835621591157688,458,兽牙x1;兽骨x1;肉x1;L小喇叭x1;兽血x1,8,兽牙x6;兽骨x6;肉x2;L小喇叭x2;兽血x6,兽牙x6;兽骨x6;肉x2;L小喇叭x2;兽血x6,兽牙=6/8;兽骨=6/8;肉=2/8;L小喇叭=2/8;兽血=6/8,instance2.staging/20260616_215819_960_conn_0002/server-to-client-0001.bin;instance2.staging/20260623_220652_796_conn_0003/server-to-client-0001.bin;20260616_215712_071_session_41212/20260616_215718_725_conn_0002/server-to-client-0001.bin;20260623_220255_773_session_30460/20260623_220301_631_conn_0002/server-to-client-0001.bin#reward-candidate-158-blackshadow-2300,confirmed
158,5837621591158929,458,兽牙x1;兽骨x1;肉x1;L小喇叭x1;兽血x1,8,兽牙x6;兽骨x6;肉x2;L小喇叭x2;兽血x6,兽牙x6;兽骨x6;肉x2;L小喇叭x2;兽血x6,兽牙=6/8;兽骨=6/8;肉=2/8;L小喇叭=2/8;兽血=6/8,instance2.staging/20260616_215819_960_conn_0002/server-to-client-0001.bin;instance2.staging/20260623_220652_796_conn_0003/server-to-client-0001.bin;20260616_215712_071_session_41212/20260616_215718_725_conn_0002/server-to-client-0001.bin;20260623_220255_773_session_30460/20260623_220301_631_conn_0002/server-to-client-0001.bin#reward-candidate-158-blackshadow-2300,confirmed
158,5839621591159706,458,兽牙x1;兽骨x1;肉x1;L小喇叭x1;兽血x1,8,兽牙x6;兽骨x6;肉x2;L小喇叭x2;兽血x6,兽牙x6;兽骨x6;肉x2;L小喇叭x2;兽血x6,兽牙=6/8;兽骨=6/8;肉=2/8;L小喇叭=2/8;兽血=6/8,instance2.staging/20260616_215819_960_conn_0002/server-to-client-0001.bin;instance2.staging/20260623_220652_796_conn_0003/server-to-client-0001.bin;20260616_215712_071_session_41212/20260616_215718_725_conn_0002/server-to-client-0001.bin;20260623_220255_773_session_30460/20260623_220301_631_conn_0002/server-to-client-0001.bin#reward-candidate-158-blackshadow-2300,confirmed
159,3309621687155655,458,兽骨x1;兽牙x1;兽血x1;毛皮x1,8,兽骨x6;兽牙x4;兽血x4;毛皮x2,兽骨x6;兽牙x4;兽血x4;毛皮x2,兽骨=6/8;兽牙=4/8;兽血=4/8;毛皮=2/8,instance2.staging/20260616_215819_960_conn_0002/server-to-client-0001.bin;instance2.staging/20260623_220652_796_conn_0003/server-to-client-0001.bin;20260616_215712_071_session_41212/20260616_215718_725_conn_0002/server-to-client-0001.bin;20260623_220255_773_session_30460/20260623_220301_631_conn_0002/server-to-client-0001.bin#reward-candidate-159-powertiger-3000,confirmed
159,3311621687156296,458,兽骨x1;兽牙x1;兽血x1;毛皮x1,8,兽骨x6;兽牙x4;兽血x4;毛皮x2,兽骨x6;兽牙x4;兽血x4;毛皮x2,兽骨=6/8;兽牙=4/8;兽血=4/8;毛皮=2/8,instance2.staging/20260616_215819_960_conn_0002/server-to-client-0001.bin;instance2.staging/20260623_220652_796_conn_0003/server-to-client-0001.bin;20260616_215712_071_session_41212/20260616_215718_725_conn_0002/server-to-client-0001.bin;20260623_220255_773_session_30460/20260623_220301_631_conn_0002/server-to-client-0001.bin#reward-candidate-159-powertiger-3000,confirmed
159,3313621687156409,458,兽血x1;兽牙x1;兽骨x1,8,兽血x6;兽牙x6;兽骨x6,兽血x6;兽牙x6;兽骨x6,兽血=6/8;兽牙=6/8;兽骨=6/8,instance2.staging/20260616_215819_960_conn_0002/server-to-client-0001.bin;instance2.staging/20260623_220652_796_conn_0003/server-to-client-0001.bin;20260616_215712_071_session_41212/20260616_215718_725_conn_0002/server-to-client-0001.bin;20260623_220255_773_session_30460/20260623_220301_631_conn_0002/server-to-client-0001.bin#reward-candidate-159-blackshadow-2300,confirmed
159,3315621687157919,458,兽血x1;兽牙x1;兽骨x1,8,兽血x6;兽牙x6;兽骨x6,兽血x6;兽牙x6;兽骨x6,兽血=6/8;兽牙=6/8;兽骨=6/8,instance2.staging/20260616_215819_960_conn_0002/server-to-client-0001.bin;instance2.staging/20260623_220652_796_conn_0003/server-to-client-0001.bin;20260616_215712_071_session_41212/20260616_215718_725_conn_0002/server-to-client-0001.bin;20260623_220255_773_session_30460/20260623_220301_631_conn_0002/server-to-client-0001.bin#reward-candidate-159-blackshadow-2300,confirmed
160,3822621817511562,458,兽牙x1;毛皮x1;兽骨x1,8,兽牙x4;毛皮x4;兽骨x4,兽牙x4;毛皮x4;兽骨x4,兽牙=4/8;毛皮=4/8;兽骨=4/8,instance2.staging/20260616_215819_960_conn_0002/server-to-client-0001.bin;instance2.staging/20260623_220652_796_conn_0003/server-to-client-0001.bin;20260616_215712_071_session_41212/20260616_215718_725_conn_0002/server-to-client-0001.bin;20260623_220255_773_session_30460/20260623_220301_631_conn_0002/server-to-client-0001.bin#reward-candidate-160-powertiger-3000,confirmed
160,3824621817512450,458,兽牙x1;毛皮x1;兽骨x1,8,兽牙x4;毛皮x4;兽骨x4,兽牙x4;毛皮x4;兽骨x4,兽牙=4/8;毛皮=4/8;兽骨=4/8,instance2.staging/20260616_215819_960_conn_0002/server-to-client-0001.bin;instance2.staging/20260623_220652_796_conn_0003/server-to-client-0001.bin;20260616_215712_071_session_41212/20260616_215718_725_conn_0002/server-to-client-0001.bin;20260623_220255_773_session_30460/20260623_220301_631_conn_0002/server-to-client-0001.bin#reward-candidate-160-powertiger-3000,confirmed
160,3826621817513876,458,兽血x1;肉x1;兽骨x1,4,兽血x4;肉x4;兽骨x2,兽血x4;肉x4;兽骨x2,兽血=4/4;肉=4/4;兽骨=2/4,instance2.staging/20260616_215819_960_conn_0002/server-to-client-0001.bin;instance2.staging/20260623_220652_796_conn_0003/server-to-client-0001.bin;20260616_215712_071_session_41212/20260616_215718_725_conn_0002/server-to-client-0001.bin;20260623_220255_773_session_30460/20260623_220301_631_conn_0002/server-to-client-0001.bin#reward-candidate-160-whorllion-2600,confirmed
161,9325621886740100,972,兽骨x1;兽血x1;毛皮x1;兽牙x1;铜戒指x1;L小喇叭x1,8,兽骨x8;兽血x6;毛皮x4;兽牙x8;铜戒指x2;L小喇叭x2,兽骨x6;兽血x6;毛皮x4;兽牙x6;铜戒指x2;L小喇叭x2,兽骨=6/8;兽血=6/8;毛皮=4/8;兽牙=6/8;铜戒指=2/8;L小喇叭=2/8,instance2.staging/20260616_215819_960_conn_0002/server-to-client-0001.bin;instance2.staging/20260623_220652_796_conn_0003/server-to-client-0001.bin;20260616_215712_071_session_41212/20260616_215718_725_conn_0002/server-to-client-0001.bin;20260623_220255_773_session_30460/20260623_220301_631_conn_0002/server-to-client-0001.bin#reward-candidate-161-powertiger-3000,confirmed
161,9327621886741599,972,兽骨x1;兽血x1;毛皮x1;兽牙x1;铜戒指x1;L小喇叭x1,8,兽骨x8;兽血x6;毛皮x4;兽牙x8;铜戒指x2;L小喇叭x2,兽骨x6;兽血x6;毛皮x4;兽牙x6;铜戒指x2;L小喇叭x2,兽骨=6/8;兽血=6/8;毛皮=4/8;兽牙=6/8;铜戒指=2/8;L小喇叭=2/8,instance2.staging/20260616_215819_960_conn_0002/server-to-client-0001.bin;instance2.staging/20260623_220652_796_conn_0003/server-to-client-0001.bin;20260616_215712_071_session_41212/20260616_215718_725_conn_0002/server-to-client-0001.bin;20260623_220255_773_session_30460/20260623_220301_631_conn_0002/server-to-client-0001.bin#reward-candidate-161-powertiger-3000,confirmed
161,9329621886741609,972,兽骨x1;兽血x1;毛皮x1;兽牙x1;铜戒指x1;L小喇叭x1,8,兽骨x8;兽血x6;毛皮x4;兽牙x8;铜戒指x2;L小喇叭x2,兽骨x6;兽血x6;毛皮x4;兽牙x6;铜戒指x2;L小喇叭x2,兽骨=6/8;兽血=6/8;毛皮=4/8;兽牙=6/8;铜戒指=2/8;L小喇叭=2/8,instance2.staging/20260616_215819_960_conn_0002/server-to-client-0001.bin;instance2.staging/20260623_220652_796_conn_0003/server-to-client-0001.bin;20260616_215712_071_session_41212/20260616_215718_725_conn_0002/server-to-client-0001.bin;20260623_220255_773_session_30460/20260623_220301_631_conn_0002/server-to-client-0001.bin#reward-candidate-161-powertiger-3000,confirmed
161,9331621886742375,972,兽骨x1;兽血x1;毛皮x1;兽牙x1;铜戒指x1;L小喇叭x1,8,兽骨x8;兽血x6;毛皮x4;兽牙x8;铜戒指x2;L小喇叭x2,兽骨x6;兽血x6;毛皮x4;兽牙x6;铜戒指x2;L小喇叭x2,兽骨=6/8;兽血=6/8;毛皮=4/8;兽牙=6/8;铜戒指=2/8;L小喇叭=2/8,instance2.staging/20260616_215819_960_conn_0002/server-to-client-0001.bin;instance2.staging/20260623_220652_796_conn_0003/server-to-client-0001.bin;20260616_215712_071_session_41212/20260616_215718_725_conn_0002/server-to-client-0001.bin;20260623_220255_773_session_30460/20260623_220301_631_conn_0002/server-to-client-0001.bin#reward-candidate-161-powertiger-3000,confirmed
161,9333621886743795,504,毛皮x1;兽骨x1,4,毛皮x2;兽骨x2,毛皮x2;兽骨x2,毛皮=2/4;兽骨=2/4,instance2.staging/20260616_215819_960_conn_0002/server-to-client-0001.bin;instance2.staging/20260623_220652_796_conn_0003/server-to-client-0001.bin;20260616_215712_071_session_41212/20260616_215718_725_conn_0002/server-to-client-0001.bin;20260623_220255_773_session_30460/20260623_220301_631_conn_0002/server-to-client-0001.bin#reward-candidate-161-powertiger-3500,confirmed
162,5697622889787853,458,肉x1;兽牙x1;兽血x1;兽骨x1;L小喇叭x1,16,肉x8;兽牙x14;兽血x8;兽骨x6;L小喇叭x2,肉x8;兽牙x14;兽血x8;兽骨x6;L小喇叭x2,肉=8/16;兽牙=14/16;兽血=8/16;兽骨=6/16;L小喇叭=2/16,instance2.staging/20260616_215819_960_conn_0002/server-to-client-0001.bin;instance2.staging/20260623_220652_796_conn_0003/server-to-client-0001.bin;20260616_215712_071_session_41212/20260616_215718_725_conn_0002/server-to-client-0001.bin;20260623_220255_773_session_30460/20260623_220301_631_conn_0002/server-to-client-0001.bin#reward-candidate-162-blackshadow-2300,confirmed
162,5699622889788202,458,肉x1;兽牙x1;兽血x1;兽骨x1;L小喇叭x1,16,肉x8;兽牙x14;兽血x8;兽骨x6;L小喇叭x2,肉x8;兽牙x14;兽血x8;兽骨x6;L小喇叭x2,肉=8/16;兽牙=14/16;兽血=8/16;兽骨=6/16;L小喇叭=2/16,instance2.staging/20260616_215819_960_conn_0002/server-to-client-0001.bin;instance2.staging/20260623_220652_796_conn_0003/server-to-client-0001.bin;20260616_215712_071_session_41212/20260616_215718_725_conn_0002/server-to-client-0001.bin;20260623_220255_773_session_30460/20260623_220301_631_conn_0002/server-to-client-0001.bin#reward-candidate-162-blackshadow-2300,confirmed
162,5701622889789230,458,肉x1;兽牙x1;兽血x1;兽骨x1;L小喇叭x1,16,肉x8;兽牙x14;兽血x8;兽骨x6;L小喇叭x2,肉x8;兽牙x14;兽血x8;兽骨x6;L小喇叭x2,肉=8/16;兽牙=14/16;兽血=8/16;兽骨=6/16;L小喇叭=2/16,instance2.staging/20260616_215819_960_conn_0002/server-to-client-0001.bin;instance2.staging/20260623_220652_796_conn_0003/server-to-client-0001.bin;20260616_215712_071_session_41212/20260616_215718_725_conn_0002/server-to-client-0001.bin;20260623_220255_773_session_30460/20260623_220301_631_conn_0002/server-to-client-0001.bin#reward-candidate-162-blackshadow-2300,confirmed
162,5703622889791824,458,肉x1;兽牙x1;兽血x1;兽骨x1;L小喇叭x1,16,肉x8;兽牙x14;兽血x8;兽骨x6;L小喇叭x2,肉x8;兽牙x14;兽血x8;兽骨x6;L小喇叭x2,肉=8/16;兽牙=14/16;兽血=8/16;兽骨=6/16;L小喇叭=2/16,instance2.staging/20260616_215819_960_conn_0002/server-to-client-0001.bin;instance2.staging/20260623_220652_796_conn_0003/server-to-client-0001.bin;20260616_215712_071_session_41212/20260616_215718_725_conn_0002/server-to-client-0001.bin;20260623_220255_773_session_30460/20260623_220301_631_conn_0002/server-to-client-0001.bin#reward-candidate-162-blackshadow-2300,confirmed
163,8088622782646450,972,兽骨x2;兽血x1;肉x2;毛皮x1,6,兽骨x6;兽血x2;肉x6;毛皮x4,兽骨x4;兽血x2;肉x4;毛皮x4,兽骨=4/6;兽血=2/6;肉=4/6;毛皮=4/6,instance2.staging/20260616_215819_960_conn_0002/server-to-client-0001.bin;instance2.staging/20260623_220652_796_conn_0003/server-to-client-0001.bin;20260616_215712_071_session_41212/20260616_215718_725_conn_0002/server-to-client-0001.bin;20260623_220255_773_session_30460/20260623_220301_631_conn_0002/server-to-client-0001.bin#reward-candidate-163-whorllion-2800,confirmed
163,8090622782647529,972,兽骨x2;兽血x1;肉x2;毛皮x1,6,兽骨x6;兽血x2;肉x6;毛皮x4,兽骨x4;兽血x2;肉x4;毛皮x4,兽骨=4/6;兽血=2/6;肉=4/6;毛皮=4/6,instance2.staging/20260616_215819_960_conn_0002/server-to-client-0001.bin;instance2.staging/20260623_220652_796_conn_0003/server-to-client-0001.bin;20260616_215712_071_session_41212/20260616_215718_725_conn_0002/server-to-client-0001.bin;20260623_220255_773_session_30460/20260623_220301_631_conn_0002/server-to-client-0001.bin#reward-candidate-163-whorllion-2800,confirmed
163,8092622782648950,972,兽骨x2;兽血x1;肉x2;毛皮x1,6,兽骨x6;兽血x2;肉x6;毛皮x4,兽骨x4;兽血x2;肉x4;毛皮x4,兽骨=4/6;兽血=2/6;肉=4/6;毛皮=4/6,instance2.staging/20260616_215819_960_conn_0002/server-to-client-0001.bin;instance2.staging/20260623_220652_796_conn_0003/server-to-client-0001.bin;20260616_215712_071_session_41212/20260616_215718_725_conn_0002/server-to-client-0001.bin;20260623_220255_773_session_30460/20260623_220301_631_conn_0002/server-to-client-0001.bin#reward-candidate-163-whorllion-2800,confirmed
163,8094622782649492,486,毛皮x1;兽骨x1;肉x1,4,毛皮x4;兽骨x2;肉x2,毛皮x4;兽骨x2;肉x2,毛皮=4/4;兽骨=2/4;肉=2/4,instance2.staging/20260616_215819_960_conn_0002/server-to-client-0001.bin;instance2.staging/20260623_220652_796_conn_0003/server-to-client-0001.bin;20260616_215712_071_session_41212/20260616_215718_725_conn_0002/server-to-client-0001.bin;20260623_220255_773_session_30460/20260623_220301_631_conn_0002/server-to-client-0001.bin#reward-candidate-163-whorllion-3300,confirmed
164,7283622130690284,514,肉x1;兽血x1;兽牙x1;兽骨x1,8,肉x6;兽血x8;兽牙x2;兽骨x2,肉x6;兽血x8;兽牙x2;兽骨x2,肉=6/8;兽血=8/8;兽牙=2/8;兽骨=2/8,instance2.staging/20260616_215819_960_conn_0002/server-to-client-0001.bin;instance2.staging/20260623_220652_796_conn_0003/server-to-client-0001.bin;20260616_215712_071_session_41212/20260616_215718_725_conn_0002/server-to-client-0001.bin;20260623_220255_773_session_30460/20260623_220301_631_conn_0002/server-to-client-0001.bin#reward-candidate-164-blackshadow-2750,confirmed
164,7285622130691644,514,肉x1;兽血x1;兽牙x1;兽骨x1,8,肉x6;兽血x8;兽牙x2;兽骨x2,肉x6;兽血x8;兽牙x2;兽骨x2,肉=6/8;兽血=8/8;兽牙=2/8;兽骨=2/8,instance2.staging/20260616_215819_960_conn_0002/server-to-client-0001.bin;instance2.staging/20260623_220652_796_conn_0003/server-to-client-0001.bin;20260616_215712_071_session_41212/20260616_215718_725_conn_0002/server-to-client-0001.bin;20260623_220255_773_session_30460/20260623_220301_631_conn_0002/server-to-client-0001.bin#reward-candidate-164-blackshadow-2750,confirmed
164,7287622130692195,514,肉x1;兽血x1;兽牙x1;兽骨x1,8,肉x6;兽血x8;兽牙x2;兽骨x2,肉x6;兽血x8;兽牙x2;兽骨x2,肉=6/8;兽血=8/8;兽牙=2/8;兽骨=2/8,instance2.staging/20260616_215819_960_conn_0002/server-to-client-0001.bin;instance2.staging/20260623_220652_796_conn_0003/server-to-client-0001.bin;20260616_215712_071_session_41212/20260616_215718_725_conn_0002/server-to-client-0001.bin;20260623_220255_773_session_30460/20260623_220301_631_conn_0002/server-to-client-0001.bin#reward-candidate-164-blackshadow-2750,confirmed
165,3850623006742112,486,兽骨x1;肉x1;兽血x1;兽牙x1,12,兽骨x8;肉x4;兽血x4;兽牙x4,兽骨x8;肉x4;兽血x4;兽牙x4,兽骨=8/12;肉=4/12;兽血=4/12;兽牙=4/12,instance2.staging/20260616_215819_960_conn_0002/server-to-client-0001.bin;instance2.staging/20260623_220652_796_conn_0003/server-to-client-0001.bin;20260616_215712_071_session_41212/20260616_215718_725_conn_0002/server-to-client-0001.bin;20260623_220255_773_session_30460/20260623_220301_631_conn_0002/server-to-client-0001.bin#reward-candidate-165-blackshadow-2500,confirmed
165,3852623006743553,486,兽骨x1;肉x1;兽血x1;兽牙x1,12,兽骨x8;肉x4;兽血x4;兽牙x4,兽骨x8;肉x4;兽血x4;兽牙x4,兽骨=8/12;肉=4/12;兽血=4/12;兽牙=4/12,instance2.staging/20260616_215819_960_conn_0002/server-to-client-0001.bin;instance2.staging/20260623_220652_796_conn_0003/server-to-client-0001.bin;20260616_215712_071_session_41212/20260616_215718_725_conn_0002/server-to-client-0001.bin;20260623_220255_773_session_30460/20260623_220301_631_conn_0002/server-to-client-0001.bin#reward-candidate-165-blackshadow-2500,confirmed
