"status","confidence","icon","name","item_type","category","max_stack","asset_family","price","description","evidence_sources","notes","quality_color","quality_color_evidence","required_level","required_vocation","required_prestige","required_crime","socket_capacity","phy_atk","mgc_atk","phy_def","mgc_def","max_hp","max_mp","hit","dodge","crit","move","strength","intelligence","agility","constitution","luck","captured_instance_attributes","captured_instance_bonus_attributes","special_effects","refinement_rules","property_parse_status","restore_hp","restore_mp","max_socket_count","captured_socket_count","equipment_attributes","refinement_steps","equipment_effect_text","refinement_parse_status","runtime_availability","captured_metadata","sell_price","equipment_notice","equipment_subtype","flavor_text"
"packet_confirmed","high","608.png","树妖服","equip","护具·躯干","1","sitem_ezhj","110","f_i_树妖服^ffffff&23@凿孔上限 9 格&24@护具·躯干&25@1&21@12&3@14&10@6&27@sitem_ezhj&19@精炼潜质:
[精炼+1] 每升一级 物理防御+2
[精炼+6] 每升一级 爆击+10&103@0&104@0&105@&107@&108@110","packet:role_item+packet:reward_markup","promoted_2026-07-12 container_pass; container=仓库:9;战斗:3;背包:1","ffffff","captured:D:/yzhgame/WOCClient/tmp/woc-proxy-captures/20260709_215917_368_session_22344/connections/20260709_215935_197_conn_0002/raw/server-to-client-0001.bin","12","","","","","","","14","","","","","6","","","","","","","","","","","精炼潜质:
[精炼+1] 每升一级 物理防御+2
[精炼+6] 每升一级 爆击+10","template_static","","","9","","[{""code"":""3"",""name"":""物理防御"",""value"":""14"",""unit"":""flat"",""capturedBonus"":""""},{""code"":""10"",""name"":""回避"",""value"":""6"",""unit"":""flat"",""capturedBonus"":""""}]","[{""level"":1,""syntax"":""classic"",""kind"":""per_level"",""effects"":[{""code"":""3"",""name"":""物理防御"",""amount"":2,""unit"":""flat""}],""sourceText"":""[精炼+1] 每升一级 物理防御+2""},{""level"":6,""syntax"":""classic"",""kind"":""per_level"",""effects"":[{""code"":""11"",""name"":""爆击"",""amount"":10,""unit"":""flat""}],""sourceText"":""[精炼+6] 每升一级 爆击+10""}]","","parsed","","{""profiles"":[""desktop""],""contexts"":[""role_item""],""icons"":[""608.png""],""equipmentSlots"":[],""refinementLevels"":[0],""itemLevels"":[1],""descriptionVariants"":1,""exampleSource"":{""file"":""D:/yzhgame/WOCClient/tmp/woc-proxy-captures/20260709_215917_368_session_22344/connections/20260709_215935_197_conn_0002/raw/server-to-client-0001.bin"",""sha256"":""451cf043df2b249a104515fe90bff029ddf2fb695a2c3efa065dfd43ab81535c"",""packet"":117,""command"":50014},""iconConflict"":false}","110","凿孔上限 9 格","",""
"packet_confirmed","high","519.png","树精爪子","equip","武器·拳套系","1","sitem_piput","70","f_i_树精爪子^ffffff&23@凿孔上限 9 格&24@武器·拳套系&25@1&21@13&22@游侠&1@44&3@5&27@sitem_piput&19@精炼潜质:
[精炼+1] 每升一级 物理攻击+2
[精炼+6] 每升一级 幸运+1&103@0&104@0&105@&107@&108@70","packet:role_item+packet:reward_markup","promoted_2026-07-12 container_pass; container=战斗:12;仓库:9;背包:1","ffffff","captured:D:/yzhgame/WOCClient/tmp/woc-proxy-captures/20260709_215917_368_session_22344/connections/20260709_215935_197_conn_0002/raw/server-to-client-0001.bin","13","游侠","","","","44","","5","","","","","","","","","","","","","","","","精炼潜质:
[精炼+1] 每升一级 物理攻击+2
[精炼+6] 每升一级 幸运+1","template_static","","","9","","[{""code"":""1"",""name"":""物理攻击"",""value"":""44"",""unit"":""flat"",""capturedBonus"":""""},{""code"":""3"",""name"":""物理防御"",""value"":""5"",""unit"":""flat"",""capturedBonus"":""""}]","[{""level"":1,""syntax"":""classic"",""kind"":""per_level"",""effects"":[{""code"":""1"",""name"":""物理攻击"",""amount"":2,""unit"":""flat""}],""sourceText"":""[精炼+1] 每升一级 物理攻击+2""},{""level"":6,""syntax"":""classic"",""kind"":""per_level"",""effects"":[{""code"":""17"",""name"":""幸运"",""amount"":1,""unit"":""flat""}],""sourceText"":""[精炼+6] 每升一级 幸运+1""}]","","parsed","","{""profiles"":[""desktop""],""contexts"":[""role_item""],""icons"":[""519.png""],""equipmentSlots"":[],""refinementLevels"":[0],""itemLevels"":[1],""descriptionVariants"":1,""exampleSource"":{""file"":""D:/yzhgame/WOCClient/tmp/woc-proxy-captures/20260709_215917_368_session_22344/connections/20260709_215935_197_conn_0002/raw/server-to-client-0001.bin"",""sha256"":""451cf043df2b249a104515fe90bff029ddf2fb695a2c3efa065dfd43ab81535c"",""packet"":123,""command"":50014},""iconConflict"":false}","70","凿孔上限 9 格","",""
"packet_confirmed","high","970.png","死灵蓝娃","equip","宠物","1","sitem_pet","0","f_i_死灵蓝娃^00ccff&24@宠物&25@1&19@<font color='#00ff00'>可以提高主人的耐力和智力。</font>&20@充满诡异的死灵娃娃，周身散发出神秘莫测的气场。&27@sitem_pet&103@0&104@0&105@s4_妮可露露&107@&108@0","packet:role_item","promoted_2026-07-12 container_pass; container=装备:2","00ccff","captured:D:/yzhgame/WOCClient/tmp/woc-proxy-captures/20260704_150944_635_session_28684/connections/20260704_150951_763_conn_0002/raw/server-to-client-0001.bin","","","","","","","","","","","","","","","","","","","","","","","","<font color='#00ff00'>可以提高主人的耐力和智力。</font>","template_static","","","","","[]","[]","可以提高主人的耐力和智力。","none","","{""profiles"":[""desktop"",""web""],""contexts"":[""role_item""],""icons"":[""970.png""],""equipmentSlots"":[""9""],""refinementLevels"":[0],""itemLevels"":[3,4],""descriptionVariants"":35,""exampleSource"":{""file"":""D:/yzhgame/WOCClient/tmp/woc-proxy-captures/20260718_222335_327_auto_move_session/conn_0002/server-to-client-0001.bin"",""sha256"":""40a793fee4a4ec0ca3edbeb9f2d22409b382554933c131929384e200a9a2763a"",""packet"":92518,""command"":50014},""iconConflict"":false}","0","","","充满诡异的死灵娃娃，周身散发出神秘莫测的气场。"
"packet_confirmed","high","1197.png","混天绫","equip","法宝","1","sitem_jhj","0","f_i_混天绫^f9e000&23@限制装备至【宝1、宝2、宝3、宝4】格。&24@法宝&25@1&21@30&27@sitem_jhj&19@
<font color='#59c5ca'>法宝效果:
被爆击时&0;有10%的机率获得爆击提升状态5回合（爆击提升16~26）</font>

精炼潜质:
[精炼+1] 每升一级 爆击+3
[精炼+3] 每升一级 爆击+5 机率+2%
[精炼+8] 每升一级 爆击+15 机率+3%
[精炼+14] 每升一级 爆击+20 机率+5%

<font color='#00ff00'>产生时间:2026-1-2</font>&103@2&104@0&105@s4_妮可露露&107@&108@0","packet:role_item","promoted_2026-07-12 container_pass; container=装备:2","f9e000","captured:D:/yzhgame/WOCClient/tmp/woc-proxy-captures/20260704_150944_635_session_28684/connections/20260704_150951_763_conn_0002/raw/server-to-client-0001.bin","30","","","","","","","","","","","","","","","","","","","","","","","<font color='#59c5ca'>法宝效果:
被爆击时&0;有10%的机率获得爆击提升状态5回合（爆击提升16~26）</font>

精炼潜质:
[精炼+1] 每升一级 爆击+3
[精炼+3] 每升一级 爆击+5 机率+2%
[精炼+8] 每升一级 爆击+15 机率+3%
[精炼+14] 每升一级 爆击+20 机率+5%

<font color='#00ff00'>产生时间:2026-1-2</font>","template_static","","","","","[]","[{""level"":1,""syntax"":""classic"",""kind"":""per_level"",""effects"":[{""code"":""11"",""name"":""爆击"",""amount"":3,""unit"":""flat""}],""sourceText"":""[精炼+1] 每升一级 爆击+3""},{""level"":3,""syntax"":""classic"",""kind"":""per_level"",""effects"":[{""code"":""11"",""name"":""爆击"",""amount"":5,""unit"":""flat""},{""code"":"""",""name"":""机率"",""amount"":2,""unit"":""percent""}],""sourceText"":""[精炼+3] 每升一级 爆击+5 机率+2%""},{""level"":8,""syntax"":""classic"",""kind"":""per_level"",""effects"":[{""code"":""11"",""name"":""爆击"",""amount"":15,""unit"":""flat""},{""code"":"""",""name"":""机率"",""amount"":3,""unit"":""percent""}],""sourceText"":""[精炼+8] 每升一级 爆击+15 机率+3%""},{""level"":14,""syntax"":""classic"",""kind"":""per_level"",""effects"":[{""code"":""11"",""name"":""爆击"",""amount"":20,""unit"":""flat""},{""code"":"""",""name"":""机率"",""amount"":5,""unit"":""percent""}],""sourceText"":""[精炼+14] 每升一级 爆击+20 机率+5%""}]","法宝效果:
被爆击时&0;有10%的机率获得爆击提升状态5回合（爆击提升16~26）







产生时间:2026-1-2","parsed","","{""profiles"":[""desktop"",""web""],""contexts"":[""role_item""],""icons"":[""1197.png""],""equipmentSlots"":[""14"",""15"",""16"",""17""],""refinementLevels"":[0,1,2,3,4,5,8,10,12,14,15,16,17,18],""itemLevels"":[5],""descriptionVariants"":73,""exampleSource"":{""file"":""D:/yzhgame/WOCClient/tmp/woc-proxy-captures/20260713_222222_131_auto_move_session/conn_0002/server-to-client-0001.bin"",""sha256"":""e13be51266deffe6b97800a414e36587e2be4c8ec4983cf7a166516f378f6ff6"",""packet"":9602,""command"":50014},""iconConflict"":false}","0","限制装备至【宝1、宝2、宝3、宝4】格。","",""
"packet_confirmed","high","537.png","狼人护肩","equip","护具·肩部","1","sitem_ezhj","220","f_i_狼人护肩^5bc46d&23@凿孔上限 9 格&24@护具·肩部&25@1&21@23&3@15&13@3&15@3&27@sitem_ezhj&19@精炼潜质:
[精炼+1] 每升一级 物理防御+2
[精炼+6] 每升一级 爆击+50&103@0&104@0&105@&107@&108@220","packet:role_item+packet:reward_markup","promoted_2026-07-12 container_pass; container=装备:10;战斗:3;背包:1","5bc46d","captured:D:/yzhgame/WOCClient/tmp/woc-proxy-captures/20260704_150944_635_session_28684/connections/20260704_150951_763_conn_0002/raw/server-to-client-0001.bin","23","","","","","","","15","","","","","","","","3","","3","","","","","","精炼潜质:
[精炼+1] 每升一级 物理防御+2
[精炼+6] 每升一级 爆击+50","template_static","","","9","","[{""code"":""3"",""name"":""物理防御"",""value"":""15"",""unit"":""flat"",""capturedBonus"":""""},{""code"":""13"",""name"":""力量"",""value"":""3"",""unit"":""flat"",""capturedBonus"":""""},{""code"":""15"",""name"":""敏捷"",""value"":""3"",""unit"":""flat"",""capturedBonus"":""""}]","[{""level"":1,""syntax"":""classic"",""kind"":""per_level"",""effects"":[{""code"":""3"",""name"":""物理防御"",""amount"":2,""unit"":""flat""}],""sourceText"":""[精炼+1] 每升一级 物理防御+2""},{""level"":6,""syntax"":""classic"",""kind"":""per_level"",""effects"":[{""code"":""11"",""name"":""爆击"",""amount"":50,""unit"":""flat""}],""sourceText"":""[精炼+6] 每升一级 爆击+50""}]","","parsed","","{""profiles"":[""desktop"",""web""],""contexts"":[""role_item""],""icons"":[""537.png""],""equipmentSlots"":[""1""],""refinementLevels"":[0,1,2,4,5],""itemLevels"":[2,3],""descriptionVariants"":7,""exampleSource"":{""file"":""D:/yzhgame/WOCClient/tmp/woc-proxy-captures/20260704_150944_635_session_28684/connections/20260704_150951_763_conn_0002/raw/server-to-client-0001.bin"",""sha256"":""bae17c7e748aa371cbdc15e19b9327f08325d8575213e68059420dc065823a76"",""packet"":40707,""command"":50014},""iconConflict"":false}","220","凿孔上限 9 格","",""
"packet_confirmed","high","831.png","珍元护肩","equip","护具·肩部","1","sitem_ezhj","270","f_i_珍元护肩^5bc46d&23@凿孔上限 9 格&24@护具·肩部&25@1&21@43&3@21&4@8&15@2&27@sitem_ezhj&19@精炼潜质:
[精炼+1] 每升一级 物理防御+2
[精炼+1] 每升一级 魔法防御+2
[精炼+6] 每升一级 力量+5&103@0&104@0&105@&107@&108@270","packet:role_item+packet:reward_markup","promoted_2026-07-12 container_pass; container=背包:4;战斗:1","5bc46d","captured:D:/yzhgame/WOCClient/tmp/woc-proxy-captures/20260711_205359_823_auto_move_session/conn_0002/server-to-client-0001.bin","43","","","","","","","21","8","","","","","","","","","2","","","","","","精炼潜质:
[精炼+1] 每升一级 物理防御+2
[精炼+1] 每升一级 魔法防御+2
[精炼+6] 每升一级 力量+5","template_static","","","9","","[{""code"":""3"",""name"":""物理防御"",""value"":""21"",""unit"":""flat"",""capturedBonus"":""""},{""code"":""4"",""name"":""魔法防御"",""value"":""8"",""unit"":""flat"",""capturedBonus"":""""},{""code"":""15"",""name"":""敏捷"",""value"":""2"",""unit"":""flat"",""capturedBonus"":""""}]","[{""level"":1,""syntax"":""classic"",""kind"":""per_level"",""effects"":[{""code"":""3"",""name"":""物理防御"",""amount"":2,""unit"":""flat""}],""sourceText"":""[精炼+1] 每升一级 物理防御+2""},{""level"":1,""syntax"":""classic"",""kind"":""per_level"",""effects"":[{""code"":""4"",""name"":""魔法防御"",""amount"":2,""unit"":""flat""}],""sourceText"":""[精炼+1] 每升一级 魔法防御+2""},{""level"":6,""syntax"":""classic"",""kind"":""per_level"",""effects"":[{""code"":""13"",""name"":""力量"",""amount"":5,""unit"":""flat""}],""sourceText"":""[精炼+6] 每升一级 力量+5""}]","","parsed","","{""profiles"":[""desktop""],""contexts"":[""role_item""],""icons"":[""831.png""],""equipmentSlots"":[""1""],""refinementLevels"":[0,18],""itemLevels"":[2],""descriptionVariants"":6,""exampleSource"":{""file"":""D:/yzhgame/WOCClient/instances/instance2.staging/tmp/woc-proxy-captures/20260711_205359_937_auto_move_session/conn_0002/server-to-client-0001.bin"",""sha256"":""0fcd2ab44e2e7101f141a6e32fdedbf460d4d25d5eb6924d636bd23271b25cb4"",""packet"":16520,""command"":50014},""iconConflict"":false}","270","凿孔上限 9 格","",""
"packet_confirmed","high","823.png","珍元护腕","equip","护具·护腕","1","sitem_ezhj","250","f_i_珍元护腕^ffffff&23@凿孔上限 9 格&24@护具·护腕&25@1&21@43&3@22&9@25&27@sitem_ezhj&19@精炼潜质:
[精炼+1&1; 每升一级 物理防御+2
[精炼+6&1; 每升一级 力量+2&101@823.png&103@0&104@0&105@&107@&108@250","packet:role_item+packet:reward_markup","promoted_2026-07-12 container_pass; container=仓库:11;战斗:10;背包:4;装备:1","ffffff","captured:D:/yzhgame/WOCClient/tmp/woc-proxy-captures/20260704_150944_635_session_28684/connections/20260704_150951_763_conn_0002/raw/server-to-client-0001.bin","43","","","","","","","22","","","","25","","","","","","","","","","","","精炼潜质:
[精炼+1&1; 每升一级 物理防御+2
[精炼+6&1; 每升一级 力量+2","template_static","","","9","","[{""code"":""3"",""name"":""物理防御"",""value"":""22"",""unit"":""flat"",""capturedBonus"":""""},{""code"":""9"",""name"":""命中"",""value"":""25"",""unit"":""flat"",""capturedBonus"":""""}]","[]","[精炼+1&1; 每升一级 物理防御+2
[精炼+6&1; 每升一级 力量+2","none","","{""profiles"":[""desktop"",""web""],""contexts"":[""role_item""],""icons"":[""823.png""],""equipmentSlots"":[""2""],""refinementLevels"":[0],""itemLevels"":[1,2],""descriptionVariants"":3,""exampleSource"":{""file"":""D:/yzhgame/WOCClient/tmp/woc-proxy-captures/20260705_174016_470_session_33116/connections/20260705_174022_226_conn_0002/raw/server-to-client-0001.bin"",""sha256"":""5469a9bae6e7e668bf43c00a66dc9831d087f658098f8795775fa2e99b8e6124"",""packet"":138,""command"":50014},""iconConflict"":false}","250","凿孔上限 9 格","",""
"packet_confirmed","high","833.png","珍元护腰","equip","护具·腰部","1","sitem_ezhj","270","f_i_珍元护腰^5bc46d&23@凿孔上限 9 格&24@护具·腰部&25@1&21@43&3@20&9@25&27@sitem_ezhj&19@精炼潜质:
[精炼+1] 每升一级 物理防御+2
[精炼+6] 每升一级 敏捷+2
<font color='#00cc00'>特殊效果:
迟钝抗性:+10%</font>&103@0&104@0&105@&107@&108@270","packet:role_item+packet:reward_markup","promoted_2026-07-12 container_pass; container=战斗:78;背包:10","5bc46d","captured:D:/yzhgame/WOCClient/tmp/woc-proxy-captures/20260711_205359_823_auto_move_session/conn_0002/server-to-client-0001.bin","43","","","","","","","20","","","","25","","","","","","","","","","","迟钝抗性:+10%","精炼潜质:
[精炼+1] 每升一级 物理防御+2
[精炼+6] 每升一级 敏捷+2
<font color='#00cc00'>特殊效果:
迟钝抗性:+10%</font>","template_static","","","9","","[{""code"":""3"",""name"":""物理防御"",""value"":""20"",""unit"":""flat"",""capturedBonus"":""""},{""code"":""9"",""name"":""命中"",""value"":""25"",""unit"":""flat"",""capturedBonus"":""""}]","[{""level"":1,""syntax"":""classic"",""kind"":""per_level"",""effects"":[{""code"":""3"",""name"":""物理防御"",""amount"":2,""unit"":""flat""}],""sourceText"":""[精炼+1] 每升一级 物理防御+2""},{""level"":6,""syntax"":""classic"",""kind"":""per_level"",""effects"":[{""code"":""15"",""name"":""敏捷"",""amount"":2,""unit"":""flat""}],""sourceText"":""[精炼+6] 每升一级 敏捷+2""}]","特殊效果:
迟钝抗性:+10%","parsed","","{""profiles"":[""desktop"",""web""],""contexts"":[""role_item""],""icons"":[""833.png""],""equipmentSlots"":[""10""],""refinementLevels"":[0],""itemLevels"":[2],""descriptionVariants"":3,""exampleSource"":{""file"":""D:/yzhgame/WOCClient/tmp/woc-proxy-captures/20260711_205359_823_auto_move_session/conn_0002/server-to-client-0001.bin"",""sha256"":""fca1c58a29fa4a6b63c0cb143068ad376046d31425a64647c4a95d7bc3c23661"",""packet"":47033,""command"":50014},""iconConflict"":false}","270","凿孔上限 9 格","",""
"packet_confirmed","high","834.png","珍元胸甲","equip","护具·躯干","1","sitem_ezhj","250","f_i_珍元胸甲^5bc46d&23@凿孔上限 9 格&24@护具·躯干&25@1&21@45&3@40&4@10&14@5&15@6&27@sitem_ezhj&19@精炼潜质:
[精炼+1] 每升一级 物理防御+2
[精炼+1] 每升一级 魔法防御+2
[精炼+6] 每升一级 耐力+2
<font color='#00cc00'>特殊效果:
迟钝抗性:+10%</font>
[精炼+1] 每升一级 迟钝抗性+5%&103@0&104@0&105@&107@&108@250","packet:role_item+packet:reward_markup","promoted_2026-07-12 container_pass; container=仓库:11;战斗:2;背包:1","5bc46d","captured:D:/yzhgame/WOCClient/tmp/woc-proxy-captures/20260704_150944_635_session_28684/connections/20260704_150951_763_conn_0002/raw/server-to-client-0001.bin","45","","","","","","","40","10","","","","","","","","5","6","","","","","迟钝抗性:+10%","精炼潜质:
[精炼+1] 每升一级 物理防御+2
[精炼+1] 每升一级 魔法防御+2
[精炼+6] 每升一级 耐力+2
<font color='#00cc00'>特殊效果:
迟钝抗性:+10%</font>
[精炼+1] 每升一级 迟钝抗性+5%","template_static","","","9","","[{""code"":""3"",""name"":""物理防御"",""value"":""40"",""unit"":""flat"",""capturedBonus"":""""},{""code"":""4"",""name"":""魔法防御"",""value"":""10"",""unit"":""flat"",""capturedBonus"":""""},{""code"":""14"",""name"":""智力"",""value"":""5"",""unit"":""flat"",""capturedBonus"":""""},{""code"":""15"",""name"":""敏捷"",""value"":""6"",""unit"":""flat"",""capturedBonus"":""""}]","[{""level"":1,""syntax"":""classic"",""kind"":""per_level"",""effects"":[{""code"":""3"",""name"":""物理防御"",""amount"":2,""unit"":""flat""}],""sourceText"":""[精炼+1] 每升一级 物理防御+2""},{""level"":1,""syntax"":""classic"",""kind"":""per_level"",""effects"":[{""code"":""4"",""name"":""魔法防御"",""amount"":2,""unit"":""flat""}],""sourceText"":""[精炼+1] 每升一级 魔法防御+2""},{""level"":6,""syntax"":""classic"",""kind"":""per_level"",""effects"":[{""code"":""16"",""name"":""耐力"",""amount"":2,""unit"":""flat""}],""sourceText"":""[精炼+6] 每升一级 耐力+2""},{""level"":1,""syntax"":""classic"",""kind"":""per_level"",""effects"":[{""code"":"""",""name"":""迟钝抗性"",""amount"":5,""unit"":""percent""}],""sourceText"":""[精炼+1] 每升一级 迟钝抗性+5%""}]","特殊效果:
迟钝抗性:+10%","parsed","","{""profiles"":[""desktop""],""contexts"":[""role_item""],""icons"":[""834.png""],""equipmentSlots"":[""4""],""refinementLevels"":[0],""itemLevels"":[2],""descriptionVariants"":1,""exampleSource"":{""file"":""D:/yzhgame/WOCClient/tmp/woc-proxy-captures/20260705_174016_470_session_33116/connections/20260705_174022_226_conn_0002/raw/server-to-client-0001.bin"",""sha256"":""5469a9bae6e7e668bf43c00a66dc9831d087f658098f8795775fa2e99b8e6124"",""packet"":137,""command"":50014},""iconConflict"":false}","250","凿孔上限 9 格","",""
"packet_confirmed","high","1371.png","琉璃耳环","equip","饰品","1","sitem_zgbs","400","f_i_琉璃耳环^c156c7&23@凿孔上限 9 格&24@饰品&25@1&21@80&4@<$mdef><$jmdef>&17@<$lck><$jlck>&27@sitem_zgbs&19@精炼潜质:
[精炼+1] 每升一级 幸运+1
[精炼+1] 每升一级 魔法防御+10
[精炼+5] 每升一级 魔法防御+10
[精炼+8] 每升一级 幸运+2
[精炼+14] 每升一级 敏捷+15
&21@80&17@10(+34)&4@50(+280)&15@(+45)&103@16&104@0&105@s4_妮可露露&107@&108@400","packet:role_item","promoted_2026-07-12 container_pass; container=装备:2","c156c7","captured:D:/yzhgame/WOCClient/tmp/woc-proxy-captures/20260704_150944_635_session_28684/connections/20260704_150951_763_conn_0002/raw/server-to-client-0001.bin","80","","","","","","","","<$mdef><$jmdef>","","","","","","","","","","","<$lck><$jlck>","{""required_level"":""80"",""luck"":""10(+34)"",""mgc_def"":""50(+280)"",""agility"":""(+45)""}","{""luck"":""+34"",""mgc_def"":""+280"",""agility"":""+45""}","","精炼潜质:
[精炼+1] 每升一级 幸运+1
[精炼+1] 每升一级 魔法防御+10
[精炼+5] 每升一级 魔法防御+10
[精炼+8] 每升一级 幸运+2
[精炼+14] 每升一级 敏捷+15","template_with_variables_with_captured_instance","","","9","","[{""code"":""4"",""name"":""魔法防御"",""value"":""<$mdef><$jmdef>"",""unit"":""expression"",""capturedBonus"":""""},{""code"":""17"",""name"":""幸运"",""value"":""<$lck><$jlck>"",""unit"":""expression"",""capturedBonus"":""""}]","[{""level"":1,""syntax"":""classic"",""kind"":""per_level"",""effects"":[{""code"":""17"",""name"":""幸运"",""amount"":1,""unit"":""flat""}],""sourceText"":""[精炼+1] 每升一级 幸运+1""},{""level"":1,""syntax"":""classic"",""kind"":""per_level"",""effects"":[{""code"":""4"",""name"":""魔法防御"",""amount"":10,""unit"":""flat""}],""sourceText"":""[精炼+1] 每升一级 魔法防御+10""},{""level"":5,""syntax"":""classic"",""kind"":""per_level"",""effects"":[{""code"":""4"",""name"":""魔法防御"",""amount"":10,""unit"":""flat""}],""sourceText"":""[精炼+5] 每升一级 魔法防御+10""},{""level"":8,""syntax"":""classic"",""kind"":""per_level"",""effects"":[{""code"":""17"",""name"":""幸运"",""amount"":2,""unit"":""flat""}],""sourceText"":""[精炼+8] 每升一级 幸运+2""},{""level"":14,""syntax"":""classic"",""kind"":""per_level"",""effects"":[{""code"":""15"",""name"":""敏捷"",""amount"":15,""unit"":""flat""}],""sourceText"":""[精炼+14] 每升一级 敏捷+15""}]","","parsed","","{""profiles"":[""desktop""],""contexts"":[""auction"",""role_item""],""icons"":[""1371.png""],""equipmentSlots"":[""7""],""refinementLevels"":[15,16,17,20,21,22],""itemLevels"":[4],""descriptionVariants"":29,""exampleSource"":{""file"":""D:/yzhgame/WOCClient/instances/instance2.staging/tmp/woc-proxy-captures/20260704_010642_780_session_13600/connections/20260704_010701_112_conn_0002/raw/server-to-client-0001.bin"",""sha256"":""8d7b03006be0aa44a05f86aedc94650e2f3ee26de229a3443b6cba8619d898e9"",""packet"":1237,""command"":50059},""iconConflict"":false}","400","凿孔上限 9 格","",""
"packet_confirmed","high","1369.png","白玉项链","equip","饰品","1","sitem_zgbs","400","f_i_白玉项链^c156c7&23@凿孔上限 9 格&24@饰品&25@1&21@80&3@<$pdef><$jpdef>&14@<$intt><$jintt>&27@sitem_zgbs&19@精炼潜质:
[精炼+1] 每升一级 智力+1
[精炼+1] 每升一级 物理防御+10
[精炼+5] 每升一级 物理防御+10
[精炼+8] 每升一级 智力+2
[精炼+14] 每升一级 耐力+15
&21@80&14@10(+34)&3@50(+280)&16@(+45)&103@16&104@0&105@s4_妮可露露&107@&108@400","packet:role_item","promoted_2026-07-12 container_pass; container=装备:2","c156c7","captured:D:/yzhgame/WOCClient/tmp/woc-proxy-captures/20260704_150944_635_session_28684/connections/20260704_150951_763_conn_0002/raw/server-to-client-0001.bin","80","","","","","","","<$pdef><$jpdef>","","","","","","","","","<$intt><$jintt>","","","","{""required_level"":""80"",""intelligence"":""10(+34)"",""phy_def"":""50(+280)"",""constitution"":""(+45)""}","{""intelligence"":""+34"",""phy_def"":""+280"",""constitution"":""+45""}","","精炼潜质:
[精炼+1] 每升一级 智力+1
[精炼+1] 每升一级 物理防御+10
[精炼+5] 每升一级 物理防御+10
[精炼+8] 每升一级 智力+2
[精炼+14] 每升一级 耐力+15","template_with_variables_with_captured_instance","","","9","","[{""code"":""3"",""name"":""物理防御"",""value"":""<$pdef><$jpdef>"",""unit"":""expression"",""capturedBonus"":""""},{""code"":""14"",""name"":""智力"",""value"":""<$intt><$jintt>"",""unit"":""expression"",""capturedBonus"":""""}]","[{""level"":1,""syntax"":""classic"",""kind"":""per_level"",""effects"":[{""code"":""14"",""name"":""智力"",""amount"":1,""unit"":""flat""}],""sourceText"":""[精炼+1] 每升一级 智力+1""},{""level"":1,""syntax"":""classic"",""kind"":""per_level"",""effects"":[{""code"":""3"",""name"":""物理防御"",""amount"":10,""unit"":""flat""}],""sourceText"":""[精炼+1] 每升一级 物理防御+10""},{""level"":5,""syntax"":""classic"",""kind"":""per_level"",""effects"":[{""code"":""3"",""name"":""物理防御"",""amount"":10,""unit"":""flat""}],""sourceText"":""[精炼+5] 每升一级 物理防御+10""},{""level"":8,""syntax"":""classic"",""kind"":""per_level"",""effects"":[{""code"":""14"",""name"":""智力"",""amount"":2,""unit"":""flat""}],""sourceText"":""[精炼+8] 每升一级 智力+2""},{""level"":14,""syntax"":""classic"",""kind"":""per_level"",""effects"":[{""code"":""16"",""name"":""耐力"",""amount"":15,""unit"":""flat""}],""sourceText"":""[精炼+14] 每升一级 耐力+15""}]","","parsed","","{""profiles"":[""desktop""],""contexts"":[""auction"",""role_item""],""icons"":[""1369.png""],""equipmentSlots"":[""8""],""refinementLevels"":[15,16,17,20,21,22],""itemLevels"":[4],""descriptionVariants"":30,""exampleSource"":{""file"":""D:/yzhgame/WOCClient/instances/instance2.staging/tmp/woc-proxy-captures/20260704_010642_780_session_13600/connections/20260704_010701_112_conn_0002/raw/server-to-client-0001.bin"",""sha256"":""8d7b03006be0aa44a05f86aedc94650e2f3ee26de229a3443b6cba8619d898e9"",""packet"":1239,""command"":50059},""iconConflict"":false}","400","凿孔上限 9 格","",""
