monster_id,source_kind,map_id,map_name,handle,name,display_url,level,vocation,max_hp,max_mp,speed,attack,attack_min,attack_max,sweepspear_attack_min,sweepspear_attack_max,defense,mgc_defense,command_label,damage_defense_type,queue_index_team,queue_index_enemy,encounter_handles,source
visible-133-8114205902791857,visible,133,水帘洞_3,8114205902791857,武斗蛤蟆,monstermap/kongfupanda.swf,14,战士,586,294,130,162,,,,,3,0,普通攻击,physical,1,4,,"local half-defense full rerun: same monster family inherited ratio from visible-132-1656205827185847;visible-132-1664205827188995;visible-132-1666205827189909; baseline attack=157; local policy, not an original-server Attack claim; player normal unit-roll defense p50=3, n=6; local policy, not an original-server Defense claim; player fire unit-roll magic defense p50=0, n=8; local policy, not an original-server Defense claim"
visible-133-8116205902792836,visible,133,水帘洞_3,8116205902792836,武斗蛤蟆,monstermap/kongfupanda.swf,14,战士,586,294,130,162,,,,,3,0,普通攻击,physical,1,4,,"local half-defense full rerun: same monster family inherited ratio from visible-132-1656205827185847;visible-132-1664205827188995;visible-132-1666205827189909; baseline attack=157; local policy, not an original-server Attack claim; player normal unit-roll defense p50=3, n=6; local policy, not an original-server Defense claim; player fire unit-roll magic defense p50=0, n=8; local policy, not an original-server Defense claim"
visible-133-8118205902792830,visible,133,水帘洞_3,8118205902792830,武斗蛤蟆,monstermap/kongfupanda.swf,14,战士,586,294,130,162,,,,,3,0,普通攻击,physical,1,4,,"local half-defense full rerun: same monster family inherited ratio from visible-132-1656205827185847;visible-132-1664205827188995;visible-132-1666205827189909; baseline attack=157; local policy, not an original-server Attack claim; player normal unit-roll defense p50=3, n=6; local policy, not an original-server Defense claim; player fire unit-roll magic defense p50=0, n=8; local policy, not an original-server Defense claim"
visible-133-8120205902793205,visible,133,水帘洞_3,8120205902793205,武斗蛤蟆,monstermap/kongfupanda.swf,14,战士,586,294,130,162,,,,,3,0,普通攻击,physical,1,4,,"local half-defense full rerun: same monster family inherited ratio from visible-132-1656205827185847;visible-132-1664205827188995;visible-132-1666205827189909; baseline attack=157; local policy, not an original-server Attack claim; player normal unit-roll defense p50=3, n=6; local policy, not an original-server Defense claim; player fire unit-roll magic defense p50=0, n=8; local policy, not an original-server Defense claim"
visible-133-8122205902794636,visible,133,水帘洞_3,8122205902794636,武斗蛤蟆,monstermap/kongfupanda.swf,14,战士,586,294,130,162,,,,,3,0,普通攻击,physical,1,4,,"local half-defense full rerun: same monster family inherited ratio from visible-132-1656205827185847;visible-132-1664205827188995;visible-132-1666205827189909; baseline attack=157; local policy, not an original-server Attack claim; player normal unit-roll defense p50=3, n=6; local policy, not an original-server Defense claim; player fire unit-roll magic defense p50=0, n=8; local policy, not an original-server Defense claim"
visible-137-4889205982270617,visible,137,水帘洞_4,4889205982270617,剑术蛤蟆,monstermap/swordpanda.swf,15,战士,640,280,130,170,,,,,0,0,普通攻击,physical,1,4,,"local half-defense full rerun: same monster family inherited ratio from visible-144-2768206074548639;visible-144-2770206074548423;visible-140-8424206376338175;visible-140-8426206376339691;visible-140-8428206376340510; baseline attack=163; local policy, not an original-server Attack claim"
visible-137-4891205982270480,visible,137,水帘洞_4,4891205982270480,剑术蛤蟆,monstermap/swordpanda.swf,15,战士,640,280,130,170,,,,,0,0,普通攻击,physical,1,4,,"local half-defense full rerun: same monster family inherited ratio from visible-144-2768206074548639;visible-144-2770206074548423;visible-140-8424206376338175;visible-140-8426206376339691;visible-140-8428206376340510; baseline attack=163; local policy, not an original-server Attack claim"
visible-137-4893205982271973,visible,137,水帘洞_4,4893205982271973,剑术蛤蟆,monstermap/swordpanda.swf,15,战士,640,280,130,170,,,,,0,0,普通攻击,physical,1,4,,"local half-defense full rerun: same monster family inherited ratio from visible-144-2768206074548639;visible-144-2770206074548423;visible-140-8424206376338175;visible-140-8426206376339691;visible-140-8428206376340510; baseline attack=163; local policy, not an original-server Attack claim"
visible-137-4895205982272135,visible,137,水帘洞_4,4895205982272135,法术蛤蟆,monstermap/magicpanda.swf,16,术士,510,490,130,209,,,,,0,0,法术普通攻击,magic,1,4,,"local half-defense full rerun: same monster family inherited ratio from visible-143-5166206909805441;visible-143-5168206909805631;visible-143-5170206909806155;visible-145-2894206197340572;visible-145-2896206197341225; baseline attack=202; local policy, not an original-server Attack claim"
visible-137-4897205982273653,visible,137,水帘洞_4,4897205982273653,法术蛤蟆,monstermap/magicpanda.swf,16,术士,510,490,130,209,,,,,0,0,法术普通攻击,magic,1,4,,"local half-defense full rerun: same monster family inherited ratio from visible-143-5166206909805441;visible-143-5168206909805631;visible-143-5170206909806155;visible-145-2894206197340572;visible-145-2896206197341225; baseline attack=202; local policy, not an original-server Attack claim"
visible-137-4899205982273477,visible,137,水帘洞_4,4899205982273477,法术蛤蟆,monstermap/magicpanda.swf,16,术士,510,490,130,209,,,,,0,0,法术普通攻击,magic,1,4,,"local half-defense full rerun: same monster family inherited ratio from visible-143-5166206909805441;visible-143-5168206909805631;visible-143-5170206909806155;visible-145-2894206197340572;visible-145-2896206197341225; baseline attack=202; local policy, not an original-server Attack claim"
visible-140-8424206376338175,visible,140,水帘洞_7,8424206376338175,剑术蛤蟆,monstermap/swordpanda.swf,18,战士,650,280,130,152,,,,,0,0,普通攻击,physical,1,4,,"local half-defense full rerun: strict normal half-defense n=1, resolved p50=151.500; baseline attack=146; local policy, not an original-server Attack claim"
visible-140-8426206376339691,visible,140,水帘洞_7,8426206376339691,剑术蛤蟆,monstermap/swordpanda.swf,18,战士,650,280,130,152,,,,,0,0,普通攻击,physical,1,4,,"local half-defense full rerun: strict normal half-defense n=1, resolved p50=151.500; baseline attack=146; local policy, not an original-server Attack claim"
visible-140-8428206376340510,visible,140,水帘洞_7,8428206376340510,剑术蛤蟆,monstermap/swordpanda.swf,18,战士,650,280,130,152,,,,,0,0,普通攻击,physical,1,4,,"local half-defense full rerun: strict normal half-defense n=1, resolved p50=151.500; baseline attack=146; local policy, not an original-server Attack claim"
visible-140-8430206376341780,visible,140,水帘洞_7,8430206376341780,武斗蛤蟆,monstermap/kongfupanda.swf,17,游侠,590,364,130,145,,,,,0,0,普通攻击,physical,1,4,,"local half-defense full rerun: strict normal half-defense n=1, resolved p50=144.500; baseline attack=140; local policy, not an original-server Attack claim"
visible-140-8432206376342756,visible,140,水帘洞_7,8432206376342756,武斗蛤蟆,monstermap/kongfupanda.swf,17,游侠,590,364,130,145,,,,,0,0,普通攻击,physical,1,4,,"local half-defense full rerun: strict normal half-defense n=1, resolved p50=144.500; baseline attack=140; local policy, not an original-server Attack claim"
visible-141-4710206556985181,visible,141,水帘洞_8,4710206556985181,剑术蛤蟆,monstermap/swordpanda.swf,18,战士,650,280,130,152,,,,,0,0,普通攻击,physical,1,4,4710206556985181;4712206556985489,"local half-defense full rerun: same monster family inherited ratio from visible-140-8424206376338175;visible-140-8426206376339691;visible-140-8428206376340510;visible-142-9556206735436383;visible-142-9558206735437433; baseline attack=146; local policy, not an original-server Attack claim"
visible-141-4712206556985489,visible,141,水帘洞_8,4712206556985489,剑术蛤蟆,monstermap/swordpanda.swf,18,战士,650,280,130,152,,,,,0,0,普通攻击,physical,1,4,4710206556985181;4712206556985489,"local half-defense full rerun: same monster family inherited ratio from visible-140-8424206376338175;visible-140-8426206376339691;visible-140-8428206376340510;visible-142-9556206735436383;visible-142-9558206735437433; baseline attack=146; local policy, not an original-server Attack claim"
visible-141-4714206556986370,visible,141,水帘洞_8,4714206556986370,剑术蛤蟆,monstermap/swordpanda.swf,18,战士,650,280,130,152,,,,,0,0,普通攻击,physical,1,4,4714206556986370;4716206556987104,"local half-defense full rerun: same monster family inherited ratio from visible-140-8424206376338175;visible-140-8426206376339691;visible-140-8428206376340510;visible-142-9556206735436383;visible-142-9558206735437433; baseline attack=146; local policy, not an original-server Attack claim"
visible-141-4716206556987104,visible,141,水帘洞_8,4716206556987104,剑术蛤蟆,monstermap/swordpanda.swf,18,战士,650,280,130,152,,,,,0,0,普通攻击,physical,1,4,4714206556986370;4716206556987104,"local half-defense full rerun: same monster family inherited ratio from visible-140-8424206376338175;visible-140-8426206376339691;visible-140-8428206376340510;visible-142-9556206735436383;visible-142-9558206735437433; baseline attack=146; local policy, not an original-server Attack claim"
visible-141-4718206556987620,visible,141,水帘洞_8,4718206556987620,剑术蛤蟆,monstermap/swordpanda.swf,18,战士,650,280,130,152,,,,,0,0,普通攻击,physical,1,4,4718206556987620;4720206556988825,"local half-defense full rerun: same monster family inherited ratio from visible-140-8424206376338175;visible-140-8426206376339691;visible-140-8428206376340510;visible-142-9556206735436383;visible-142-9558206735437433; baseline attack=146; local policy, not an original-server Attack claim"
visible-141-4720206556988825,visible,141,水帘洞_8,4720206556988825,剑术蛤蟆,monstermap/swordpanda.swf,18,战士,650,280,130,152,,,,,0,0,普通攻击,physical,1,4,4718206556987620;4720206556988825,"local half-defense full rerun: same monster family inherited ratio from visible-140-8424206376338175;visible-140-8426206376339691;visible-140-8428206376340510;visible-142-9556206735436383;visible-142-9558206735437433; baseline attack=146; local policy, not an original-server Attack claim"
visible-142-9556206735436383,visible,142,水帘洞_9,9556206735436383,剑术蛤蟆,monstermap/swordpanda.swf,18,战士,650,280,130,134,,,,,0,0,普通攻击,physical,1,4,9556206735436383;9558206735437433,"local half-defense full rerun: strict normal half-defense n=7, resolved p50=133.500; baseline attack=129; local policy, not an original-server Attack claim; player fire unit-roll magic defense p50=0, n=7; local policy, not an original-server Defense claim"
visible-142-9558206735437433,visible,142,水帘洞_9,9558206735437433,剑术蛤蟆,monstermap/swordpanda.swf,18,战士,650,280,130,134,,,,,0,0,普通攻击,physical,1,4,9556206735436383;9558206735437433,"local half-defense full rerun: strict normal half-defense n=7, resolved p50=133.500; baseline attack=129; local policy, not an original-server Attack claim; player fire unit-roll magic defense p50=0, n=7; local policy, not an original-server Defense claim"
visible-142-9560206735437619,visible,142,水帘洞_9,9560206735437619,法术蛤蟆,monstermap/magicpanda.swf,17,术士,510,490,130,148,,,,,0,10,法术普通攻击,magic,1,4,,"local half-defense full rerun: same monster family inherited ratio from visible-143-5166206909805441;visible-143-5168206909805631;visible-143-5170206909806155;visible-145-2894206197340572;visible-145-2896206197341225; baseline attack=143; local policy, not an original-server Attack claim; player fire unit-roll magic defense p50=10, n=5; local policy, not an original-server Defense claim"
visible-142-9562206735438199,visible,142,水帘洞_9,9562206735438199,法术蛤蟆,monstermap/magicpanda.swf,17,术士,510,490,130,148,,,,,0,10,法术普通攻击,magic,1,4,,"local half-defense full rerun: same monster family inherited ratio from visible-143-5166206909805441;visible-143-5168206909805631;visible-143-5170206909806155;visible-145-2894206197340572;visible-145-2896206197341225; baseline attack=143; local policy, not an original-server Attack claim; player fire unit-roll magic defense p50=10, n=5; local policy, not an original-server Defense claim"
visible-142-9564206735439303,visible,142,水帘洞_9,9564206735439303,法术蛤蟆,monstermap/magicpanda.swf,17,术士,510,490,130,148,,,,,0,10,法术普通攻击,magic,1,4,,"local half-defense full rerun: same monster family inherited ratio from visible-143-5166206909805441;visible-143-5168206909805631;visible-143-5170206909806155;visible-145-2894206197340572;visible-145-2896206197341225; baseline attack=143; local policy, not an original-server Attack claim; player fire unit-roll magic defense p50=10, n=5; local policy, not an original-server Defense claim"
visible-142-9566206735440658,visible,142,水帘洞_9,9566206735440658,剑术蛤蟆,monstermap/swordpanda.swf,18,战士,650,280,130,134,,,,,0,0,普通攻击,physical,1,4,9566206735440658;9568206735440182,"local half-defense full rerun: strict normal half-defense n=7, resolved p50=133.500; baseline attack=129; local policy, not an original-server Attack claim; player fire unit-roll magic defense p50=0, n=7; local policy, not an original-server Defense claim"
visible-142-9568206735440182,visible,142,水帘洞_9,9568206735440182,剑术蛤蟆,monstermap/swordpanda.swf,18,战士,650,280,130,134,,,,,0,0,普通攻击,physical,1,4,9566206735440658;9568206735440182,"local half-defense full rerun: strict normal half-defense n=7, resolved p50=133.500; baseline attack=129; local policy, not an original-server Attack claim; player fire unit-roll magic defense p50=0, n=7; local policy, not an original-server Defense claim"
visible-143-5166206909805441,visible,143,水帘洞_10,5166206909805441,法术蛤蟆,monstermap/magicpanda.swf,17,术士,510,490,130,148,,,,,0,0,法术普通攻击,magic,1,4,,"local half-defense full rerun: strict normal half-defense n=2, resolved p50=147.500; baseline attack=143; local policy, not an original-server Attack claim"
visible-143-5168206909805631,visible,143,水帘洞_10,5168206909805631,法术蛤蟆,monstermap/magicpanda.swf,17,术士,510,490,130,148,,,,,0,0,法术普通攻击,magic,1,4,5168206909805631;5170206909806155;5176206909809579,"local half-defense full rerun: strict normal half-defense n=2, resolved p50=147.500; baseline attack=143; local policy, not an original-server Attack claim"
visible-143-5170206909806155,visible,143,水帘洞_10,5170206909806155,法术蛤蟆,monstermap/magicpanda.swf,17,术士,510,490,130,148,,,,,0,0,法术普通攻击,magic,1,4,5168206909805631;5170206909806155;5176206909809579,"local half-defense full rerun: strict normal half-defense n=2, resolved p50=147.500; baseline attack=143; local policy, not an original-server Attack claim"
visible-143-5172206909807859,visible,143,水帘洞_10,5172206909807859,剑术蛤蟆,monstermap/swordpanda.swf,18,战士,750,280,130,121,,,,,0,0,普通攻击,direct,1,4,5172206909807859;5174206909807286,20260531_124707_399_conn_0002#createRole+cell+hp-delta
visible-143-5174206909807286,visible,143,水帘洞_10,5174206909807286,剑术蛤蟆,monstermap/swordpanda.swf,18,战士,750,280,130,121,,,,,0,0,普通攻击,direct,1,4,5172206909807859;5174206909807286,20260531_124707_399_conn_0002#createRole+cell+hp-delta
visible-143-5176206909809579,visible,143,水帘洞_10,5176206909809579,蛤蟆精,monstermap/cracktoad.swf,20,游侠++,1500,564,130,168,,,,,0,0,普通攻击,physical,1,4,5168206909805631;5170206909806155;5176206909809579,"local half-defense full rerun: same defense type inherited ratio from wild-56-1879687900196574;wild-51-bigswordwolf-lv21;wild-52-1478600550966619;visible-75-8110675527789273;visible-75-8130675527791587; baseline attack=162; local policy, not an original-server Attack claim"
visible-144-2762206074545916,visible,144,水帘洞_5,2762206074545916,武斗蛤蟆,monstermap/kongfupanda.swf,16,游侠,570,364,130,148,,,,,0,0,普通攻击,physical,1,4,2762206074545916;2764206074546810;2766206074547838,"local half-defense full rerun: strict normal half-defense n=6, resolved p50=147.500; baseline attack=143; local policy, not an original-server Attack claim"
visible-144-2764206074546810,visible,144,水帘洞_5,2764206074546810,武斗蛤蟆,monstermap/kongfupanda.swf,16,游侠,570,364,130,148,,,,,0,0,普通攻击,physical,1,4,2762206074545916;2764206074546810;2766206074547838,"local half-defense full rerun: strict normal half-defense n=6, resolved p50=147.500; baseline attack=143; local policy, not an original-server Attack claim"
visible-144-2766206074547838,visible,144,水帘洞_5,2766206074547838,武斗蛤蟆,monstermap/kongfupanda.swf,16,游侠,570,364,130,148,,,,,0,0,普通攻击,physical,1,4,2762206074545916;2764206074546810;2766206074547838,"local half-defense full rerun: strict normal half-defense n=6, resolved p50=147.500; baseline attack=143; local policy, not an original-server Attack claim"
visible-144-2768206074548639,visible,144,水帘洞_5,2768206074548639,剑术蛤蟆,monstermap/swordpanda.swf,17,战士,708,204,130,189,,,,,0,0,普通攻击,physical,1,4,,"local half-defense full rerun: strict normal half-defense n=3, resolved p50=189.000; baseline attack=183; local policy, not an original-server Attack claim"
visible-144-2770206074548423,visible,144,水帘洞_5,2770206074548423,剑术蛤蟆,monstermap/swordpanda.swf,17,战士,708,204,130,189,,,,,0,0,普通攻击,physical,1,4,,"local half-defense full rerun: strict normal half-defense n=3, resolved p50=189.000; baseline attack=183; local policy, not an original-server Attack claim"
visible-145-2890206197338884,visible,145,水帘洞_6,2890206197338884,剑术蛤蟆,monstermap/swordpanda.swf,18,战士,650,280,130,150,,,,,0,0,普通攻击,physical,1,4,2890206197338884;2892206197339825,"local half-defense full rerun: strict normal half-defense n=3, resolved p50=150.000; baseline attack=145; local policy, not an original-server Attack claim"
visible-145-2892206197339825,visible,145,水帘洞_6,2892206197339825,剑术蛤蟆,monstermap/swordpanda.swf,18,战士,650,280,130,150,,,,,0,0,普通攻击,physical,1,4,2890206197338884;2892206197339825,"local half-defense full rerun: strict normal half-defense n=3, resolved p50=150.000; baseline attack=145; local policy, not an original-server Attack claim"
visible-145-2894206197340572,visible,145,水帘洞_6,2894206197340572,法术蛤蟆,monstermap/magicpanda.swf,17,术士,510,490,130,121,,,,,0,0,法术普通攻击,magic,1,4,,"local half-defense full rerun: strict normal half-defense n=1, resolved p50=120.500; baseline attack=116; local policy, not an original-server Attack claim"
visible-145-2896206197341225,visible,145,水帘洞_6,2896206197341225,法术蛤蟆,monstermap/magicpanda.swf,17,术士,510,490,130,121,,,,,0,0,法术普通攻击,magic,1,4,,"local half-defense full rerun: strict normal half-defense n=1, resolved p50=120.500; baseline attack=116; local policy, not an original-server Attack claim"
visible-145-2898206197342379,visible,145,水帘洞_6,2898206197342379,剑术蛤蟆,monstermap/swordpanda.swf,18,战士,650,280,130,150,,,,,0,0,普通攻击,physical,1,4,,"local half-defense full rerun: strict normal half-defense n=3, resolved p50=150.000; baseline attack=145; local policy, not an original-server Attack claim"
visible-145-2900206197343711,visible,145,水帘洞_6,2900206197343711,剑术蛤蟆,monstermap/swordpanda.swf,18,战士,650,280,130,150,,,,,0,0,普通攻击,physical,1,4,,"local half-defense full rerun: strict normal half-defense n=3, resolved p50=150.000; baseline attack=145; local policy, not an original-server Attack claim"
visible-146-6887685480585492,visible,146,黄风寨_1,6887685480585492,蛮族刀客,monstermap/barbarianweapons.swf,12,战士,520,214,130,156,,,,,0,0,普通攻击,physical,1,4,,"local half-defense full rerun: strict normal half-defense n=1, resolved p50=156.000; baseline attack=151; local policy, not an original-server Attack claim; player fire unit-roll magic defense p50=0, n=6; local policy, not an original-server Defense claim"
visible-146-6889685480586263,visible,146,黄风寨_1,6889685480586263,蛮族刀客,monstermap/barbarianweapons.swf,12,战士,520,214,130,156,,,,,0,0,普通攻击,physical,1,4,,"local half-defense full rerun: strict normal half-defense n=1, resolved p50=156.000; baseline attack=151; local policy, not an original-server Attack claim; player fire unit-roll magic defense p50=0, n=6; local policy, not an original-server Defense claim"
visible-146-6891685480586720,visible,146,黄风寨_1,6891685480586720,蛮族刀客,monstermap/barbarianweapons.swf,12,战士,520,214,130,156,,,,,0,0,普通攻击,physical,1,4,,"local half-defense full rerun: strict normal half-defense n=1, resolved p50=156.000; baseline attack=151; local policy, not an original-server Attack claim; player fire unit-roll magic defense p50=0, n=6; local policy, not an original-server Defense claim"
visible-146-6893685480587444,visible,146,黄风寨_1,6893685480587444,蛮族刀客,monstermap/barbarianweapons.swf,12,战士,520,214,130,156,,,,,0,0,普通攻击,physical,1,4,,"local half-defense full rerun: strict normal half-defense n=1, resolved p50=156.000; baseline attack=151; local policy, not an original-server Attack claim; player fire unit-roll magic defense p50=0, n=6; local policy, not an original-server Defense claim"
visible-147-7633284548716137,visible,147,黄风寨_2,7633284548716137,蛮族刀客,monstermap/barbarianweapons.swf,12,战士,520,214,130,136,,,,,0,0,普通攻击,physical,1,4,,"local half-defense full rerun: strict normal half-defense n=3, resolved p50=135.500; baseline attack=131; local policy, not an original-server Attack claim; player fire unit-roll magic defense p50=0, n=7; local policy, not an original-server Defense claim"
visible-147-7635284548716728,visible,147,黄风寨_2,7635284548716728,蛮族刀客,monstermap/barbarianweapons.swf,12,战士,520,214,130,136,,,,,0,0,普通攻击,physical,1,4,,"local half-defense full rerun: strict normal half-defense n=3, resolved p50=135.500; baseline attack=131; local policy, not an original-server Attack claim; player fire unit-roll magic defense p50=0, n=7; local policy, not an original-server Defense claim"
visible-147-7637284548717286,visible,147,黄风寨_2,7637284548717286,蛮族刀客,monstermap/barbarianweapons.swf,12,战士,520,214,130,136,,,,,0,0,普通攻击,physical,1,4,,"local half-defense full rerun: strict normal half-defense n=3, resolved p50=135.500; baseline attack=131; local policy, not an original-server Attack claim; player fire unit-roll magic defense p50=0, n=7; local policy, not an original-server Defense claim"
visible-147-7639284548717945,visible,147,黄风寨_2,7639284548717945,蛮族刀客,monstermap/barbarianweapons.swf,12,战士,520,214,130,136,,,,,0,0,普通攻击,physical,1,4,,"local half-defense full rerun: strict normal half-defense n=3, resolved p50=135.500; baseline attack=131; local policy, not an original-server Attack claim; player fire unit-roll magic defense p50=0, n=7; local policy, not an original-server Defense claim"
visible-148-1060685893848234,visible,148,黄风寨_3,1060685893848234,蛮族刀客,monstermap/barbarianweapons.swf,14,战士,550,280,130,155,,,,,0,11,普通攻击,physical,1,4,,"local half-defense full rerun: strict normal half-defense n=6, resolved p50=154.500; baseline attack=149; local policy, not an original-server Attack claim; player normal unit-roll defense p50=0, n=5; local policy, not an original-server Defense claim; player fire unit-roll magic defense p50=11, n=6; local policy, not an original-server Defense claim"
visible-148-1062685893848980,visible,148,黄风寨_3,1062685893848980,蛮族刀客,monstermap/barbarianweapons.swf,14,战士,550,280,130,155,,,,,0,11,普通攻击,physical,1,4,,"local half-defense full rerun: strict normal half-defense n=6, resolved p50=154.500; baseline attack=149; local policy, not an original-server Attack claim; player normal unit-roll defense p50=0, n=5; local policy, not an original-server Defense claim; player fire unit-roll magic defense p50=11, n=6; local policy, not an original-server Defense claim"
visible-148-1064685893849658,visible,148,黄风寨_3,1064685893849658,蛮族刀客,monstermap/barbarianweapons.swf,13,战士,530,224,130,143,,,,,0,0,普通攻击,physical,1,4,,"local half-defense full rerun: strict normal half-defense n=4, resolved p50=142.500; baseline attack=138; local policy, not an original-server Attack claim"
visible-148-1066685893850755,visible,148,黄风寨_3,1066685893850755,蛮族刀客,monstermap/barbarianweapons.swf,13,战士,530,224,130,143,,,,,0,0,普通攻击,physical,1,4,,"local half-defense full rerun: strict normal half-defense n=4, resolved p50=142.500; baseline attack=138; local policy, not an original-server Attack claim"
visible-148-1068685893850410,visible,148,黄风寨_3,1068685893850410,蛮族刀客,monstermap/barbarianweapons.swf,14,战士,550,280,130,155,,,,,0,11,普通攻击,physical,1,4,,"local half-defense full rerun: strict normal half-defense n=6, resolved p50=154.500; baseline attack=149; local policy, not an original-server Attack claim; player normal unit-roll defense p50=0, n=5; local policy, not an original-server Defense claim; player fire unit-roll magic defense p50=11, n=6; local policy, not an original-server Defense claim"
visible-148-1070685893851339,visible,148,黄风寨_3,1070685893851339,蛮族刀客,monstermap/barbarianweapons.swf,14,战士,550,280,130,155,,,,,0,11,普通攻击,physical,1,4,,"local half-defense full rerun: strict normal half-defense n=6, resolved p50=154.500; baseline attack=149; local policy, not an original-server Attack claim; player normal unit-roll defense p50=0, n=5; local policy, not an original-server Defense claim; player fire unit-roll magic defense p50=11, n=6; local policy, not an original-server Defense claim"
visible-149-3206685759634939,visible,149,黄风寨_4,3206685759634939,蛮族刀客,monstermap/barbarianweapons.swf,14,战士,550,280,130,120,,,,,0,0,普通攻击,physical,1,4,,"local half-defense full rerun: strict normal half-defense n=3, resolved p50=119.500; baseline attack=115; local policy, not an original-server Attack claim"
visible-149-3208685759635236,visible,149,黄风寨_4,3208685759635236,蛮族刀客,monstermap/barbarianweapons.swf,14,战士,550,280,130,120,,,,,0,0,普通攻击,physical,1,4,,"local half-defense full rerun: strict normal half-defense n=3, resolved p50=119.500; baseline attack=115; local policy, not an original-server Attack claim"
visible-149-3210685759635176,visible,149,黄风寨_4,3210685759635176,蛮族刀客,monstermap/barbarianweapons.swf,14,战士,550,280,130,120,,,,,0,0,普通攻击,physical,1,4,,"local half-defense full rerun: strict normal half-defense n=3, resolved p50=119.500; baseline attack=115; local policy, not an original-server Attack claim"
visible-149-3212685759636247,visible,149,黄风寨_4,3212685759636247,蛮族刀客,monstermap/barbarianweapons.swf,14,战士,550,280,130,120,,,,,0,0,普通攻击,physical,1,4,,"local half-defense full rerun: strict normal half-defense n=3, resolved p50=119.500; baseline attack=115; local policy, not an original-server Attack claim"
visible-149-3214685759637760,visible,149,黄风寨_4,3214685759637760,蛮族弓手,monstermap/barbarianbowman.swf,15,游侠,530,364,130,174,,,,,0,0,普通攻击,physical,1,4,,"local half-defense full rerun: strict normal half-defense n=1, resolved p50=174.000; baseline attack=168; local policy, not an original-server Attack claim; player fire unit-roll magic defense p50=0, n=6; local policy, not an original-server Defense claim"
visible-149-3216685759637116,visible,149,黄风寨_4,3216685759637116,蛮族弓手,monstermap/barbarianbowman.swf,15,游侠,530,364,130,174,,,,,0,0,普通攻击,physical,1,4,,"local half-defense full rerun: strict normal half-defense n=1, resolved p50=174.000; baseline attack=168; local policy, not an original-server Attack claim; player fire unit-roll magic defense p50=0, n=6; local policy, not an original-server Defense claim"
visible-149-3218685759638239,visible,149,黄风寨_4,3218685759638239,黄风二寨主,monstermap/hfscastellan.swf,19,战士++,1200,564,130,166,,,,,0,0,普通攻击,physical,1,4,3220685759639165;3218685759638239,"local half-defense full rerun: same defense type inherited ratio from visible-75-8110675527789273;visible-75-8130675527791587;visible-75-8170675527794372;visible-75-8190675527795636;visible-76-1038675671970511; baseline attack=160; local policy, not an original-server Attack claim"
visible-149-3220685759639165,visible,149,黄风寨_4,3220685759639165,蛮族弓手,monstermap/barbarianbowman.swf,15,游侠,530,364,130,174,,,,,0,0,普通攻击,physical,1,4,3220685759639165;3218685759638239,"local half-defense full rerun: strict normal half-defense n=1, resolved p50=174.000; baseline attack=168; local policy, not an original-server Attack claim; player fire unit-roll magic defense p50=0, n=6; local policy, not an original-server Defense claim"
visible-150-7626685662869779,visible,150,黄风寨_5,7626685662869779,蛮族弓手,monstermap/barbarianbowman.swf,15,游侠,530,364,130,132,,,,,0,0,普通攻击,physical,1,4,7628685662869126;7626685662869779;7632685662871580,"local half-defense full rerun: strict normal half-defense n=1, resolved p50=132.000; baseline attack=128; local policy, not an original-server Attack claim"
visible-150-7628685662869126,visible,150,黄风寨_5,7628685662869126,蛮族弓手,monstermap/barbarianbowman.swf,15,游侠,530,364,130,132,,,,,0,0,普通攻击,physical,1,4,7628685662869126;7626685662869779;7632685662871580,"local half-defense full rerun: strict normal half-defense n=1, resolved p50=132.000; baseline attack=128; local policy, not an original-server Attack claim"
visible-150-7630685662870286,visible,150,黄风寨_5,7630685662870286,蛮族战士,monstermap/barbarianfighter.swf,16,战士,600,250,130,175,,,,,0,0,普通攻击,physical,1,4,,"local half-defense full rerun: strict normal half-defense n=1, resolved p50=175.000; baseline attack=169; local policy, not an original-server Attack claim"
visible-150-7632685662871580,visible,150,黄风寨_5,7632685662871580,蛮族战士,monstermap/barbarianfighter.swf,16,战士,600,250,130,175,,,,,0,0,普通攻击,physical,1,4,7628685662869126;7626685662869779;7632685662871580,"local half-defense full rerun: strict normal half-defense n=1, resolved p50=175.000; baseline attack=169; local policy, not an original-server Attack claim"
visible-150-7634685662872533,visible,150,黄风寨_5,7634685662872533,蛮族战士,monstermap/barbarianfighter.swf,16,战士,600,250,130,175,,,,,0,0,普通攻击,physical,1,4,,"local half-defense full rerun: strict normal half-defense n=1, resolved p50=175.000; baseline attack=169; local policy, not an original-server Attack claim"
visible-150-7636685662872653,visible,150,黄风寨_5,7636685662872653,蛮族战士,monstermap/barbarianfighter.swf,16,战士,600,250,130,175,,,,,0,0,普通攻击,physical,1,4,,"local half-defense full rerun: strict normal half-defense n=1, resolved p50=175.000; baseline attack=169; local policy, not an original-server Attack claim"
visible-151-3479685591196972,visible,151,黄风寨_6,3479685591196972,蛮族刀客,monstermap/barbarianweapons.swf,14,战士,550,280,130,155,,,,,0,0,普通攻击,physical,1,4,,"local half-defense full rerun: same monster family inherited ratio from visible-148-1060685893848234;visible-148-1062685893848980;visible-148-1068685893850410;visible-148-1070685893851339;visible-149-3206685759634939; baseline attack=149; local policy, not an original-server Attack claim"
